Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,Inverse variance weighted,27,1.16 [1.04-1.29],0.0082122679478878
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.11 [1.03-1.20],0.0083169981816716
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,INSL5,Insulin-like peptide INSL5,Inverse variance weighted,11,0.83 [0.73-0.94],0.0048643335167674
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,SERPINA5,Plasma serine protease inhibitor,Inverse variance weighted,19,1.14 [1.05-1.24],0.0022980610519939
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,MME,Neprilysin,Inverse variance weighted,49,1.14 [1.05-1.24],0.0022979123623609
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.19 [1.08-1.31],0.0002842250897414
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,IGFBP6,Insulin-like growth factor-binding protein 6,Inverse variance weighted,6,1.42 [1.12-1.80],0.0037193804470958
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,ANG,Angiogenin,Inverse variance weighted,25,1.11 [1.04-1.19],0.0035202419539706
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.10 [1.04-1.17],0.0015797828606327
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.22 [1.11-1.32],9.17894516846772e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,31,1.15 [1.06-1.26],0.0013078514969242
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,CCL4,C-C motif chemokine 4,Inverse variance weighted,38,1.11 [1.04-1.19],0.0023741614250538
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.88 [0.80-0.96],0.0042257430933682
