Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",THBD,Thrombomodulin,Inverse variance weighted,16,1.20 [1.05-1.37],0.0080225349659715
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",ANGPTL7,Angiopoietin-related protein 7,Inverse variance weighted,20,1.20 [1.06-1.35],0.0041546438365032
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.96 [1.22-3.16],0.0057809942232987
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,13,0.63 [0.47-0.85],0.0025925651075424
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",IL12B,Interleukin-12 subunit beta,Inverse variance weighted,63,1.12 [1.03-1.21],0.0058137321418855
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",PALM2,Paralemmin-2,Inverse variance weighted,9,1.32 [1.10-1.58],0.0032046798565005
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",ALCAM,CD166 antigen,Inverse variance weighted,11,0.72 [0.58-0.90],0.0039162000755376
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",CDH2,Cadherin-2,Inverse variance weighted,21,0.76 [0.64-0.91],0.0020273128638083
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",MILR1,Allergin-1,Inverse variance weighted,43,0.93 [0.88-0.98],0.0052196854943886
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",OGN,Mimecan,Inverse variance weighted,37,0.88 [0.80-0.96],0.0054061593323334
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,1.26 [1.09-1.46],0.0014620776636214
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,1.24 [1.10-1.41],0.0006279276403332
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",CA9,Carbonic anhydrase 9,Inverse variance weighted,11,0.73 [0.58-0.92],0.0065608488869315
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,1.10 [1.03-1.17],0.0033838779437557
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.13 [1.05-1.22],0.0012084775107089
Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,1.16 [1.05-1.29],0.0053359782238185
