Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Influenza and pneumonia,A1BG,Alpha-1B-glycoprotein,19965,2165,1.82 [1.42-2.33],2.467487591701915e-06
Chapter X Diseases of the respiratory system,Influenza and pneumonia,AARSD1,Alanyl-tRNA editing protein Aarsd1,22812,2582,1.13 [1.06-1.20],0.0001144461255814
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ABCA2,ATP-binding cassette sub-family A member 2,19255,2063,1.27 [1.14-1.43],3.404521373244408e-05
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ABHD14B,Protein ABHD14B,22653,2560,1.11 [1.05-1.19],0.0005728916757794
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ABL1,Tyrosine-protein kinase ABL1,22812,2582,1.13 [1.08-1.19],1.9511941144582093e-06
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ABRAXAS2,BRISC complex subunit Abraxas 2,19255,2063,1.07 [1.00-1.14],0.0415078898116012
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22407,2525,1.08 [1.04-1.13],0.0002246045426164
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACAN,Aggrecan core protein,22695,2569,0.85 [0.75-0.96],0.0100177209193697
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACE2,Angiotensin-converting enzyme 2,22492,2538,1.25 [1.18-1.33],1.736730015648071e-13
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACOT13,Acyl-coenzyme A thioesterase 13,19835,2151,1.05 [1.01-1.08],0.0169540892122223
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19348,2090,0.90 [0.81-0.99],0.0240140674886468
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACP5,Tartrate-resistant acid phosphatase type 5,23040,2604,1.21 [1.09-1.34],0.0004757915210371
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACP6,Lysophosphatidic acid phosphatase type 6,23064,2599,1.11 [1.05-1.17],0.0002169221645611
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACTA2,"Actin, aortic smooth muscle",22492,2538,1.51 [1.42-1.60],5.4338454798703406e-39
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACTN2,Alpha-actinin-2,19255,2063,1.17 [1.10-1.26],4.482061976325704e-06
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACTN4,Alpha-actinin-4,22479,2526,1.15 [1.04-1.27],0.0050642030580111
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACVRL1,Serine/threonine-protein kinase receptor R3,22679,2563,2.97 [2.65-3.33],2.772474149649761e-76
Chapter X Diseases of the respiratory system,Influenza and pneumonia,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19255,2063,1.10 [1.02-1.19],0.0122452935902458
