Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,PI3,Elafin,Inverse variance weighted,3,1.23 [1.15-1.3],2.39744924359598e-11,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,IL19,Interleukin-19,Inverse variance weighted,3,1.14 [1.08-1.22],1.2311863305112e-05,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,CXCL13,C-X-C motif chemokine 13,Inverse variance weighted,3,1.12 [1.05-1.19],0.000904736928958003,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,CDSN,Corneodesmosin,Inverse variance weighted,3,1.09 [1.04-1.15],0.00133581193529195,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,EFNA4,Ephrin-A4,Inverse variance weighted,3,1.09 [1.03-1.17],0.00536488024844376,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,3,1.1 [1.02-1.2],0.0203890320409657,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,IL36G,Interleukin-36 gamma,Inverse variance weighted,3,1.09 [1.01-1.18],0.0267175027890926,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,SBSN,Suprabasin,Inverse variance weighted,3,1.08 [1.01-1.15],0.0307318294993064,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,GPR15L,Protein GPR15L,Inverse variance weighted,3,1.07 [1.01-1.13],0.0315722884475381,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,3,1.07 [1-1.13],0.0342170238547643,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,EREG,Proepiregulin,Inverse variance weighted,3,1.07 [1.01-1.14],0.0344262979009442,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,3,1.1 [1.01-1.21],0.0351472085911523,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,SLURP1,Secreted Ly-6/uPAR-related protein 1,Inverse variance weighted,3,1.07 [1-1.13],0.0358260061563295,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,3,1.06 [1-1.12],0.0422897787340687,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,KLK13,Kallikrein-13,Inverse variance weighted,3,1.06 [1-1.13],0.0492853152137008,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,IL22,Interleukin-22,Inverse variance weighted,3,1.06 [1-1.13],0.0612788779212396,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,IL20,Interleukin-20,Inverse variance weighted,3,1.06 [0.99-1.13],0.0736533581570906,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,3,1.05 [0.99-1.11],0.0784114433407882,trans
Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORI_NAS,PDCD1,Programmed cell death protein 1,Inverse variance weighted,3,1.05 [0.99-1.12],0.0932795093218363,trans
