Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,50,0.96 [0.93-0.99],0.00888802130793795,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,DTNB,Dystrobrevin beta,Inverse variance weighted,50,1.04 [1.01-1.08],0.0153916052960084,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CHGA,Chromogranin-A,Inverse variance weighted,50,1.05 [1.01-1.09],0.0162103320881987,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",Inverse variance weighted,50,1.05 [1.01-1.08],0.0167995270225263,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,BOC,Brother of CDO,Inverse variance weighted,50,1.05 [1.01-1.09],0.0177819022358198,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,50,1.05 [1.01-1.09],0.0183087936385427,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,IL22,Interleukin-22,Inverse variance weighted,50,1.04 [1.01-1.08],0.0209799536377549,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,50,1.04 [1.01-1.08],0.0217116714700191,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CFI,Complement factor I,Inverse variance weighted,50,1.04 [1-1.07],0.0265838959206249,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CD300E,CMRF35-like molecule 2,Inverse variance weighted,50,1.04 [1-1.08],0.0282860269655996,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CBLN4,Cerebellin-4,Inverse variance weighted,50,0.96 [0.93-1],0.0322033199450293,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,50,1.04 [1-1.09],0.0470366006076575,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,EGFR,Epidermal growth factor receptor,Inverse variance weighted,50,0.96 [0.93-1],0.0485693065582609,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,IGDCC4,Immunoglobulin superfamily DCC subclass member 4,Inverse variance weighted,50,0.96 [0.91-1],0.0495162929208136,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,50,0.96 [0.92-1],0.0539587713485948,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,50,1.04 [1-1.07],0.054833404182844,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,INSL5,Insulin-like peptide INSL5,Inverse variance weighted,50,1.05 [1-1.11],0.0563565015508755,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,ACHE,Acetylcholinesterase,Inverse variance weighted,50,0.96 [0.92-1],0.0581679091930013,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,SPON2,Spondin-2,Inverse variance weighted,50,1.03 [1-1.07],0.0611775501087151,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CD27,CD27 antigen,Inverse variance weighted,50,1.03 [1-1.07],0.065441648349752,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LGALS1,Galectin-1,Inverse variance weighted,50,1.03 [1-1.07],0.0658822574370399,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,SCLY,Selenocysteine lyase,Inverse variance weighted,50,1.03 [1-1.07],0.0706572203334061,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,NECTIN2,Nectin-2,Inverse variance weighted,50,1.03 [1-1.07],0.0714946851107238,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,ULBP2,UL16-binding protein 2,Inverse variance weighted,50,1.03 [1-1.07],0.0794853521057773,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LAYN,Layilin,Inverse variance weighted,50,1.04 [1-1.08],0.080052292641619,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,50,1.03 [1-1.06],0.0813864517055888,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,FURIN,Furin,Inverse variance weighted,50,1.03 [1-1.07],0.0859641946117087,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CFB,Complement factor B,Inverse variance weighted,50,1.03 [1-1.06],0.0861579709523706,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,DPY30,Protein dpy-30 homolog,Inverse variance weighted,50,1.03 [0.99-1.08],0.0885000524950738,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LMNB2,Lamin-B2,Inverse variance weighted,50,1.03 [0.99-1.07],0.0956632580967644,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CHCHD6,MICOS complex subunit MIC25,Inverse variance weighted,50,1.03 [0.99-1.07],0.0957054134531729,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,50,1.03 [0.99-1.06],0.0999540947158143,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,50,1.03 [0.99-1.07],0.104256400268907,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,50,1.03 [0.99-1.07],0.105340426106721,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,50,1.03 [0.99-1.08],0.11299020285964,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Inverse variance weighted,50,1.03 [0.99-1.07],0.116352384548814,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,REG1A,Lithostathine-1-alpha,Inverse variance weighted,50,1.03 [0.99-1.08],0.119956170547689,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,50,1.03 [0.99-1.06],0.121330832663102,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,50,1.03 [0.99-1.06],0.125125593635187,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,EDN1,Endothelin-1,Inverse variance weighted,50,1.03 [0.99-1.07],0.125659449113534,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,EFNA1,Ephrin-A1,Inverse variance weighted,50,1.03 [0.99-1.08],0.126659324154597,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,50,1.03 [0.99-1.06],0.130218440176681,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,50,1.03 [0.99-1.08],0.131913531769918,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,50,1.03 [0.99-1.06],0.133419090901327,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,F9,Coagulation factor IX,Inverse variance weighted,50,1.03 [0.99-1.08],0.134625701860954,trans
Chapter XI Diseases of the digestive system,K11_DIVERTIC,SLC39A5,Zinc transporter ZIP5,Inverse variance weighted,50,1.03 [0.99-1.07],0.134953061058871,trans
