Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,RNASE4,Ribonuclease 4,Wald ratio,1,0.85 [0.74-0.98],0.0301224494435319,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,CRIM1,Cysteine-rich motor neuron 1 protein,Wald ratio,1,1.14 [0.99-1.32],0.0761085166322792,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,CRELD2,Protein disulfide isomerase CRELD2,Wald ratio,1,0.88 [0.76-1.02],0.0841943066942022,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.9 [0.8-1.02],0.0939178410353724,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,IGSF3,Immunoglobulin superfamily member 3,Wald ratio,1,0.88 [0.76-1.03],0.105596200033574,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,CHRDL1,Chordin-like protein 1,Wald ratio,1,1.12 [0.97-1.28],0.1104574603506,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,SCARB2,Lysosome membrane protein 2,Wald ratio,1,0.9 [0.78-1.04],0.141521980093529,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,0.89 [0.77-1.04],0.147434509829513,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Wald ratio,1,0.91 [0.79-1.04],0.172043928244122,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,NOS3,"Nitric oxide synthase, endothelial",Wald ratio,1,0.9 [0.77-1.05],0.172787943033636,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Wald ratio,1,0.91 [0.8-1.04],0.174458878213598,trans
Chapter I Certain infectious and parasitic diseases,AB1_OTHER_VIRAL,ADM,Pro-adrenomedullin,Wald ratio,1,0.92 [0.79-1.06],0.222357929053637,trans
