Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,COPD_EARLY,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,3,1.12 [1.06-1.18],1.53465633904233e-05,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,3,1.12 [1.06-1.18],3.19152960913638e-05,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SFTPD,Pulmonary surfactant-associated protein D,Inverse variance weighted,3,1.09 [1.04-1.14],0.00013594900203749,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,3,1.11 [1.05-1.17],0.000149968044613477,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,3,1.11 [1.05-1.18],0.000528137948392474,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,3,1.09 [1.04-1.14],0.000708958343670256,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,FAM20A,Pseudokinase FAM20A,Inverse variance weighted,3,1.1 [1.04-1.16],0.000759641115726606,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,3,1.15 [1.06-1.24],0.00109653772974233,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,3,1.11 [1.04-1.18],0.00138826139872503,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SCGB1A1,Uteroglobin,Inverse variance weighted,3,0.92 [0.87-0.97],0.00165778370874806,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,3,1.1 [1.03-1.16],0.0019113387754939,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SFTPA2,Pulmonary surfactant-associated protein A2,Inverse variance weighted,3,1.1 [1.03-1.16],0.00241752988519097,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,IL7R,Interleukin-7 receptor subunit alpha,Inverse variance weighted,3,0.93 [0.89-0.98],0.00267117253849504,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,MMP7,Matrilysin,Inverse variance weighted,3,1.09 [1.03-1.15],0.00271582898634092,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,3,1.09 [1.03-1.16],0.00313405560734244,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,CFB,Complement factor B,Inverse variance weighted,3,1.08 [1.03-1.14],0.00385538314318726,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SPON1,Spondin-1,Inverse variance weighted,3,1.08 [1.02-1.14],0.0042336202779694,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,3,1.14 [1.04-1.24],0.00447808779451057,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,CA6,Carbonic anhydrase 6,Inverse variance weighted,3,0.93 [0.89-0.98],0.00504938147487574,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,3,1.08 [1.02-1.14],0.00507462127091296,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,3,1.1 [1.03-1.17],0.00526235978464844,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,IGLC2,Immunoglobulin lambda constant 2,Inverse variance weighted,3,1.08 [1.02-1.15],0.00560450558367028,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,3,1.08 [1.02-1.15],0.00575063609332593,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,Inverse variance weighted,3,1.08 [1.02-1.15],0.00728703706807943,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ALPP,"Alkaline phosphatase, placental type",Inverse variance weighted,3,1.07 [1.02-1.13],0.00776652201094463,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,3,1.08 [1.02-1.14],0.00810602488807081,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,ANGPT2,Angiopoietin-2,Inverse variance weighted,3,1.08 [1.02-1.14],0.00816370081309201,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SUSD2,Sushi domain-containing protein 2,Inverse variance weighted,3,1.07 [1.02-1.13],0.00949969106363596,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,PLAT,Tissue-type plasminogen activator,Inverse variance weighted,3,1.07 [1.02-1.13],0.0113266585800294,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,3,1.07 [1.01-1.13],0.0134394115546259,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,3,1.07 [1.01-1.13],0.0138034500716008,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,1.09 [1.02-1.17],0.0141982417181175,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,3,1.07 [1.01-1.13],0.0142640888740604,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,CD300A,CMRF35-like molecule 8,Inverse variance weighted,3,1.07 [1.01-1.13],0.0147689619500476,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,KITLG,Kit ligand,Inverse variance weighted,3,0.93 [0.88-0.99],0.0151047626874519,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,UMOD,Uromodulin,Inverse variance weighted,3,0.95 [0.91-0.99],0.0152944099281859,trans
Chapter X Diseases of the respiratory system,COPD_EARLY,IDUA,Alpha-L-iduronidase,Inverse variance weighted,3,1.06 [1.01-1.12],0.015827264927768,trans
