Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,SUSD5,Sushi domain-containing protein 5,Inverse variance weighted,4,0.93 [0.9-0.97],0.00105006343241437,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CLGN,Calmegin,Inverse variance weighted,4,0.93 [0.89-0.97],0.0012443203799143,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,4,0.93 [0.89-0.98],0.00356082590942417,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,4,0.94 [0.91-0.98],0.00551298251204591,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,4,0.93 [0.88-0.98],0.00712350611586626,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,4,0.94 [0.9-0.98],0.00724793593817518,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,FCER2,Low affinity immunoglobulin epsilon Fc receptor,Inverse variance weighted,4,0.94 [0.89-0.98],0.00751740870564129,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CA12,Carbonic anhydrase 12,Inverse variance weighted,4,0.92 [0.86-0.98],0.00759762156503334,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,DLK1,Protein delta homolog 1,Inverse variance weighted,4,0.94 [0.9-0.98],0.00771997257083012,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,PODXL2,Podocalyxin-like protein 2,Inverse variance weighted,4,0.93 [0.87-0.98],0.00861302804115525,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,4,0.94 [0.9-0.99],0.00897740405549979,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LGALS3,Galectin-3,Inverse variance weighted,4,0.95 [0.91-0.99],0.0104252624728887,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,NOMO1,Nodal modulator 1,Inverse variance weighted,4,0.94 [0.9-0.99],0.0113433874291959,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CD83,CD83 antigen,Inverse variance weighted,4,0.93 [0.88-0.98],0.0122372665362238,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,PDCD1,Programmed cell death protein 1,Inverse variance weighted,4,0.94 [0.9-0.99],0.0152347469551358,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LGALS9,Galectin-9,Inverse variance weighted,4,0.95 [0.91-0.99],0.0175786594180889,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,IL36G,Interleukin-36 gamma,Inverse variance weighted,4,1.06 [1.01-1.12],0.0194861745098859,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CTSB,Cathepsin B,Inverse variance weighted,4,0.95 [0.91-0.99],0.0198888882194603,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,4,0.94 [0.88-0.99],0.0215682540862513,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,MANSC1,MANSC domain-containing protein 1,Inverse variance weighted,4,0.91 [0.84-0.99],0.0219503180561227,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,HYOU1,Hypoxia up-regulated protein 1,Inverse variance weighted,4,0.93 [0.87-0.99],0.0231744671260002,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,NCR1,Natural cytotoxicity triggering receptor 1,Inverse variance weighted,4,0.94 [0.89-0.99],0.0268031611905409,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LMNB2,Lamin-B2,Inverse variance weighted,4,0.95 [0.9-0.99],0.028741214480693,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,SCG3,Secretogranin-3,Inverse variance weighted,4,0.95 [0.91-1],0.0309471084125068,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CD300C,CMRF35-like molecule 6,Inverse variance weighted,4,0.95 [0.91-1],0.0312691853744123,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,4,0.95 [0.91-1],0.0326933985964491,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,4,0.95 [0.9-1],0.0330791505587066,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,Inverse variance weighted,4,1.05 [1-1.11],0.0335242395179133,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,4,0.92 [0.85-0.99],0.034120626962743,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,JUN,Transcription factor AP-1,Inverse variance weighted,4,0.95 [0.9-1],0.0346421095793092,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,TCN2,Transcobalamin-2,Inverse variance weighted,4,0.96 [0.92-1],0.0364145704356683,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,Inverse variance weighted,4,0.95 [0.91-1],0.0364190895774045,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,CD34,Hematopoietic progenitor cell antigen CD34,Inverse variance weighted,4,0.95 [0.91-1],0.0367307446154626,trans
Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,PRR4,Proline-rich protein 4,Inverse variance weighted,4,1.05 [1-1.09],0.0367629478473909,trans
