Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Early onset COPD,CNTN1,Contactin-1,Inverse variance weighted,45,0.99 [0.90-1.08],0.758292578520793
Chapter X Diseases of the respiratory system,Early onset COPD,IL19,Interleukin-19,Inverse variance weighted,21,1.07 [0.99-1.15],0.0688216259222991
Chapter X Diseases of the respiratory system,Early onset COPD,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.01 [0.95-1.07],0.778277691952922
Chapter X Diseases of the respiratory system,Early onset COPD,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,41,1.05 [1.00-1.09],0.0507045100492701
Chapter X Diseases of the respiratory system,Early onset COPD,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,0.90 [0.71-1.15],0.414591446555885
Chapter X Diseases of the respiratory system,Early onset COPD,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.03 [0.82-1.29],0.81493838515357
Chapter X Diseases of the respiratory system,Early onset COPD,KIT,Mast/stem cell growth factor receptor Kit,Inverse variance weighted,50,0.99 [0.90-1.09],0.832020731537386
Chapter X Diseases of the respiratory system,Early onset COPD,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.11 [1.01-1.22],0.0391205302851981
Chapter X Diseases of the respiratory system,Early onset COPD,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.05 [1.01-1.10],0.02559989984451
Chapter X Diseases of the respiratory system,Early onset COPD,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.96 [0.89-1.03],0.246407610292527
Chapter X Diseases of the respiratory system,Early onset COPD,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,18,1.05 [0.96-1.15],0.286878882727144
Chapter X Diseases of the respiratory system,Early onset COPD,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,0.97 [0.89-1.06],0.541674982801922
Chapter X Diseases of the respiratory system,Early onset COPD,GPC5,Glypican-5,Inverse variance weighted,53,1.02 [0.97-1.07],0.387247686493919
Chapter X Diseases of the respiratory system,Early onset COPD,C7,Complement component C7,Inverse variance weighted,60,1.00 [0.97-1.04],0.999786203997899
Chapter X Diseases of the respiratory system,Early onset COPD,RSPO3,R-spondin-3,Inverse variance weighted,11,0.87 [0.70-1.08],0.207092120243639
Chapter X Diseases of the respiratory system,Early onset COPD,CNTN5,Contactin-5,Inverse variance weighted,53,1.02 [0.97-1.08],0.385570668766457
Chapter X Diseases of the respiratory system,Early onset COPD,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,9,0.86 [0.66-1.11],0.2478139372173
Chapter X Diseases of the respiratory system,Early onset COPD,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,1.00 [0.92-1.08],0.930554302371666
Chapter X Diseases of the respiratory system,Early onset COPD,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.90 [0.77-1.06],0.221231320665886
Chapter X Diseases of the respiratory system,Early onset COPD,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,0.94 [0.88-1.01],0.108676179390096
Chapter X Diseases of the respiratory system,Early onset COPD,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.91 [0.86-0.97],0.0024547561100675
Chapter X Diseases of the respiratory system,Early onset COPD,TFF3,Trefoil factor 3,Inverse variance weighted,10,1.04 [0.87-1.23],0.695383382208074
Chapter X Diseases of the respiratory system,Early onset COPD,KLK4,Kallikrein-4,Inverse variance weighted,20,0.93 [0.86-1.01],0.0995876167101949
Chapter X Diseases of the respiratory system,Early onset COPD,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,1.10 [0.98-1.23],0.0944518715961462
Chapter X Diseases of the respiratory system,Early onset COPD,DPP6,Dipeptidyl aminopeptidase-like protein 6,Inverse variance weighted,14,0.99 [0.89-1.12],0.924482676861465
Chapter X Diseases of the respiratory system,Early onset COPD,CCL7,C-C motif chemokine 7,Inverse variance weighted,14,1.02 [0.89-1.19],0.739657574954916
Chapter X Diseases of the respiratory system,Early onset COPD,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,Inverse variance weighted,28,1.13 [0.96-1.31],0.133891703334868
Chapter X Diseases of the respiratory system,Early onset COPD,RETN,Resistin,Inverse variance weighted,28,0.99 [0.93-1.06],0.814970828387601
Chapter X Diseases of the respiratory system,Early onset COPD,LGALS4,Galectin-4,Inverse variance weighted,19,1.06 [0.98-1.15],0.124280869476326
Chapter X Diseases of the respiratory system,Early onset COPD,SFTPA2,Pulmonary surfactant-associated protein A2,Inverse variance weighted,27,1.02 [0.96-1.09],0.512842031370881
Chapter X Diseases of the respiratory system,Early onset COPD,EPO,Erythropoietin,Inverse variance weighted,14,0.89 [0.78-1.00],0.0566632954775895
Chapter X Diseases of the respiratory system,Early onset COPD,FGA,Fibrinogen alpha chain,Inverse variance weighted,10,0.94 [0.70-1.25],0.659757914382013
Chapter X Diseases of the respiratory system,Early onset COPD,CKB,Creatine kinase B-type,Inverse variance weighted,11,0.91 [0.72-1.15],0.426558800050701
Chapter X Diseases of the respiratory system,Early onset COPD,IL7R,Interleukin-7 receptor subunit alpha,Inverse variance weighted,73,0.98 [0.94-1.02],0.306446027523256
Chapter X Diseases of the respiratory system,Early onset COPD,CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,1.02 [0.84-1.23],0.872471273449947
Chapter X Diseases of the respiratory system,Early onset COPD,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.28 [0.73-2.24],0.385791434964497
Chapter X Diseases of the respiratory system,Early onset COPD,REG1A,Lithostathine-1-alpha,Inverse variance weighted,26,0.92 [0.85-1.01],0.0688592873762295
Chapter X Diseases of the respiratory system,Early onset COPD,CBLN4,Cerebellin-4,Inverse variance weighted,17,0.94 [0.85-1.04],0.213811297180519
Chapter X Diseases of the respiratory system,Early onset COPD,CD302,CD302 antigen,Inverse variance weighted,17,0.87 [0.78-0.97],0.011366785230461
Chapter X Diseases of the respiratory system,Early onset COPD,SPP1,Osteopontin,Inverse variance weighted,19,1.06 [0.83-1.34],0.654980384344171
Chapter X Diseases of the respiratory system,Early onset COPD,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.99 [0.94-1.05],0.728853028558193
Chapter X Diseases of the respiratory system,Early onset COPD,ENPP6,Glycerophosphocholine cholinephosphodiesterase ENPP6,Inverse variance weighted,23,1.01 [0.92-1.11],0.786794680589282
Chapter X Diseases of the respiratory system,Early onset COPD,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.95 [0.90-0.99],0.0115876151219239
Chapter X Diseases of the respiratory system,Early onset COPD,NTRK2,BDNF/NT-3 growth factors receptor,Inverse variance weighted,7,1.01 [0.82-1.24],0.91983115558005
Chapter X Diseases of the respiratory system,Early onset COPD,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,1.11 [0.48-2.54],0.804889474991552
Chapter X Diseases of the respiratory system,Early onset COPD,CD1C,T-cell surface glycoprotein CD1c,Inverse variance weighted,31,0.92 [0.81-1.04],0.171984710970274
Chapter X Diseases of the respiratory system,Early onset COPD,UMOD,Uromodulin,Inverse variance weighted,62,0.98 [0.94-1.03],0.41063222429479
Chapter X Diseases of the respiratory system,Early onset COPD,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,0.96 [0.69-1.32],0.782700384806203
Chapter X Diseases of the respiratory system,Early onset COPD,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.98 [0.92-1.05],0.609798313536476
Chapter X Diseases of the respiratory system,Early onset COPD,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,Inverse variance weighted,37,1.03 [0.96-1.10],0.437871553799068
Chapter X Diseases of the respiratory system,Early onset COPD,KIR2DL3,Killer cell immunoglobulin-like receptor 2DL3,Inverse variance weighted,21,0.99 [0.90-1.09],0.8662511662352
Chapter X Diseases of the respiratory system,Early onset COPD,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.01 [0.81-1.26],0.930523382165089
Chapter X Diseases of the respiratory system,Early onset COPD,CTSL,Cathepsin L1,Inverse variance weighted,29,0.95 [0.85-1.07],0.39038077258108
Chapter X Diseases of the respiratory system,Early onset COPD,PSAP,Prosaposin,Inverse variance weighted,13,0.95 [0.85-1.06],0.388267087629183
Chapter X Diseases of the respiratory system,Early onset COPD,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,Inverse variance weighted,24,1.03 [0.95-1.12],0.485382132460762
Chapter X Diseases of the respiratory system,Early onset COPD,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.07 [0.94-1.24],0.308470228086284
Chapter X Diseases of the respiratory system,Early onset COPD,MATN2,Matrilin-2,Inverse variance weighted,32,1.06 [1.00-1.13],0.0417182331051507
Chapter X Diseases of the respiratory system,Early onset COPD,IL15,Interleukin-15,Inverse variance weighted,35,1.04 [0.95-1.15],0.397834687218887
Chapter X Diseases of the respiratory system,Early onset COPD,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,19,0.84 [0.72-0.98],0.0282386007693857
Chapter X Diseases of the respiratory system,Early onset COPD,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,0.89 [0.77-1.04],0.133904898099197
Chapter X Diseases of the respiratory system,Early onset COPD,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.28 [1.11-1.48],0.000794308529902
Chapter X Diseases of the respiratory system,Early onset COPD,NOS1,"Nitric oxide synthase, brain",Inverse variance weighted,3,0.89 [0.70-1.12],0.305994327646836
Chapter X Diseases of the respiratory system,Early onset COPD,TXNDC15,Thioredoxin domain-containing protein 15,Inverse variance weighted,47,1.02 [0.98-1.07],0.29957548895129
Chapter X Diseases of the respiratory system,Early onset COPD,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,0.99 [0.85-1.14],0.856776764837948
Chapter X Diseases of the respiratory system,Early onset COPD,KRT19,"Keratin, type I cytoskeletal 19",Inverse variance weighted,5,1.06 [0.86-1.31],0.571243031509748
Chapter X Diseases of the respiratory system,Early onset COPD,CALCA,Calcitonin,Inverse variance weighted,17,1.06 [0.90-1.26],0.48265736717767
