Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,1.01 [0.96-1.07],0.649412336741868
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,BSG,Basigin,Inverse variance weighted,8,0.97 [0.88-1.07],0.551206436192416
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,MMP13,Collagenase 3,Inverse variance weighted,2,1.23 [0.91-1.65],0.173705639112359
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,25,1.02 [0.95-1.09],0.622520479824225
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,PAM,Peptidyl-glycine alpha-amidating monooxygenase,Inverse variance weighted,44,1.00 [0.98-1.02],0.988660201657213
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ACAN,Aggrecan core protein,Inverse variance weighted,33,1.09 [1.03-1.15],0.0043766458033252
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,1.05 [1.01-1.10],0.0072219030483781
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,HMOX2,Heme oxygenase 2,Inverse variance weighted,5,0.92 [0.75-1.14],0.448183989488068
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,0.99 [0.95-1.04],0.815860469781831
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,18,1.01 [0.96-1.06],0.689643302668202
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,NPPB,Natriuretic peptides B,Inverse variance weighted,3,1.00 [0.91-1.09],0.917797888437665
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,XPNPEP2,Xaa-Pro aminopeptidase 2,Inverse variance weighted,20,0.91 [0.84-0.98],0.0110579049271069
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.07 [0.91-1.25],0.437191065437157
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,DTNB,Dystrobrevin beta,Inverse variance weighted,4,0.87 [0.69-1.10],0.258552118348607
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,1.00 [0.91-1.10],0.986690903313467
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,PTN,Pleiotrophin,Inverse variance weighted,7,1.04 [0.92-1.16],0.549557815427028
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,12,0.96 [0.89-1.03],0.242930608025502
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,0.96 [0.90-1.03],0.281082318163382
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.91 [0.85-0.98],0.0083030437201453
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,OGFR,Opioid growth factor receptor,Inverse variance weighted,2,1.00 [0.82-1.23],0.97265994540639
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RETN,Resistin,Inverse variance weighted,28,1.00 [0.95-1.04],0.912054649081864
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,FAM3C,Protein FAM3C,Inverse variance weighted,5,1.00 [0.83-1.20],0.988938119624423
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,PXN,Paxillin,Inverse variance weighted,34,1.01 [0.98-1.04],0.693597756635474
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RBP7,Retinoid-binding protein 7,Inverse variance weighted,15,0.97 [0.92-1.01],0.160927998066749
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,SLAMF8,SLAM family member 8,Inverse variance weighted,28,1.02 [1.00-1.03],0.0713156706676278
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,1.02 [0.99-1.05],0.180833627251378
