Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",IGSF8,Immunoglobulin superfamily member 8,Inverse variance weighted,6,0.96 [0.89-1.03],0.216313504221193
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,0.98 [0.86-1.13],0.810271100487977
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,1.10 [1.00-1.21],0.0547086898474069
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.08 [0.93-1.26],0.326377776183723
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CA12,Carbonic anhydrase 12,Inverse variance weighted,20,0.98 [0.94-1.02],0.267166526299659
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,22,0.99 [0.98-1.00],0.0935232368203019
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",BRK1,Protein BRICK1,Inverse variance weighted,10,1.01 [0.94-1.07],0.866332001829763
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,1.00 [0.93-1.07],0.910687782644064
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,0.99 [0.98-1.01],0.548292985432495
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",MYBPC1,"Myosin-binding protein C, slow-type",Inverse variance weighted,13,1.01 [0.91-1.12],0.908590014087699
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,1.01 [0.96-1.07],0.71716996802277
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.01 [0.91-1.11],0.884864239325716
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,0.99 [0.87-1.13],0.893279851509772
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.98 [0.92-1.04],0.566946623028446
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.01 [0.98-1.04],0.50227452263864
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,0.96 [0.88-1.05],0.34426219079679
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.14 [0.95-1.37],0.156171695166051
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,0.99 [0.96-1.01],0.331504566816954
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.86 [0.68-1.10],0.232014046039623
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",SMOC2,SPARC-related modular calcium-binding protein 2,Inverse variance weighted,30,1.01 [0.97-1.04],0.686921088748582
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,1.03 [0.96-1.10],0.433773722098546
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",COLEC12,Collectin-12,Inverse variance weighted,13,1.05 [0.96-1.15],0.254573220666512
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",REN,Renin,Inverse variance weighted,12,1.01 [0.96-1.05],0.707764111578086
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.04 [1.00-1.08],0.0538737594245945
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,0.88 [0.74-1.04],0.131945552869995
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",BSG,Basigin,Inverse variance weighted,8,1.05 [0.97-1.13],0.194135151101835
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.96 [0.88-1.05],0.410526464906555
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.02 [0.89-1.18],0.755369752742886
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",LGALS4,Galectin-4,Inverse variance weighted,19,0.99 [0.96-1.03],0.786163763191376
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,5,0.98 [0.86-1.12],0.782496951463566
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CD276,CD276 antigen,Inverse variance weighted,47,0.98 [0.96-1.00],0.118445291709102
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.06 [0.96-1.16],0.275919951532079
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PRSS8,Prostasin,Inverse variance weighted,19,1.05 [0.96-1.14],0.312899954385699
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.04 [1.00-1.08],0.0696225927318896
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.98 [0.79-1.22],0.888641912491192
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",XG,Glycoprotein Xg,Inverse variance weighted,2,1.07 [0.84-1.35],0.577358373205527
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.95 [0.86-1.05],0.355920329983965
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CTSL,Cathepsin L1,Inverse variance weighted,29,0.96 [0.92-1.00],0.0666787045168242
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",AMBP,Protein AMBP,Inverse variance weighted,5,1.06 [0.97-1.15],0.181639983720208
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",CHGA,Chromogranin-A,Inverse variance weighted,8,1.04 [0.98-1.10],0.194529085033746
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.98 [0.92-1.04],0.450306593250551
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",LGALS3,Galectin-3,Inverse variance weighted,42,1.01 [0.98-1.03],0.69580358262308
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",LMNB2,Lamin-B2,Inverse variance weighted,9,1.01 [0.91-1.11],0.856476971378772
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,1.01 [0.92-1.11],0.847428818882066
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",MYL3,Myosin light chain 3,Inverse variance weighted,13,0.98 [0.87-1.11],0.773946116778612
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",ACAN,Aggrecan core protein,Inverse variance weighted,33,1.01 [0.94-1.08],0.738037602243836
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,75,0.98 [0.96-1.00],0.0883516257779226
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.97 [0.91-1.03],0.343930981615752
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.14 [0.85-1.53],0.379179816099218
Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",NCS1,Neuronal calcium sensor 1,Inverse variance weighted,18,0.95 [0.89-1.02],0.177069196108143
