Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,27,0.96 [0.89-1.05],0.409775455982048
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,1.16 [0.96-1.39],0.119578614767602
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,LGALS9,Galectin-9,Inverse variance weighted,39,1.05 [0.98-1.13],0.158371121886604
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,0.96 [0.90-1.03],0.287294303351206
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,0.94 [0.81-1.09],0.429953507737872
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,NPPB,Natriuretic peptides B,Inverse variance weighted,3,1.04 [0.84-1.28],0.724753721584329
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.92 [0.53-1.58],0.757991840355476
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,RSPO3,R-spondin-3,Inverse variance weighted,11,0.84 [0.74-0.96],0.0129088593325312
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,Inverse variance weighted,51,0.99 [0.93-1.05],0.730831807758402
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.02 [0.94-1.11],0.665865563676159
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,8,0.97 [0.88-1.06],0.451055646493463
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.79 [0.69-0.90],0.0003523612115679
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,0.97 [0.90-1.05],0.494450081237287
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,19,1.12 [1.01-1.23],0.0286661202985979
Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,0.97 [0.88-1.07],0.525303778241826
