Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,0.94 [0.77-1.15],0.524847823001161
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,PGA4,Pepsin A-4,Inverse variance weighted,9,1.04 [0.81-1.32],0.776907596281187
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,OCLN,Occludin,Inverse variance weighted,3,1.13 [0.91-1.40],0.280669270867544
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.06 [1.00-1.12],0.0628527439539614
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.91 [0.76-1.10],0.333915000513527
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,41,1.00 [0.96-1.04],0.95756734199551
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,CHGA,Chromogranin-A,Inverse variance weighted,8,1.00 [0.86-1.17],0.979919222479399
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,GUSB,Beta-glucuronidase,Inverse variance weighted,35,1.04 [0.94-1.16],0.428652023688445
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.01 [0.94-1.08],0.812002533019039
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,GAST,Gastrin,Inverse variance weighted,9,0.83 [0.68-1.00],0.050145560959726
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.04 [0.88-1.22],0.67046644316982
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,CPM,Carboxypeptidase M,Inverse variance weighted,23,1.06 [0.94-1.20],0.329881011534395
Chapter XI Diseases of the digestive system,Irritable bowel syndrome,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.96 [0.83-1.11],0.582840993115606
