Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",A1BG,Alpha-1B-glycoprotein,16196,32,0.29 [0.05-1.69],0.1677534969571896
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",AAMDC,Mth938 domain-containing protein,15771,29,1.15 [0.58-2.29],0.687157031131527
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",AARSD1,Alanyl-tRNA editing protein Aarsd1,18364,33,1.56 [0.93-2.62],0.0916534669455348
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ABCA2,ATP-binding cassette sub-family A member 2,15615,30,0.51 [0.17-1.51],0.2230051798729763
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ABHD14B,Protein ABHD14B,18228,33,1.31 [0.76-2.27],0.331658890413208
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ABL1,Tyrosine-protein kinase ABL1,18364,33,1.17 [0.75-1.85],0.4869591711911679
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ABO,Histo-blood group ABO system transferase,16181,31,1.02 [0.80-1.30],0.8645716379736598
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ABRAXAS2,BRISC complex subunit Abraxas 2,15615,30,0.96 [0.56-1.67],0.8960739015834432
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",18031,33,1.30 [0.90-1.87],0.1557886681654265
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",15865,30,0.95 [0.57-1.58],0.8397932459256112
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",16167,31,1.13 [0.78-1.63],0.5121918496030775
Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",ACAN,Aggrecan core protein,18278,34,0.78 [0.26-2.35],0.6573276709736112
