Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",LECT2,Leukocyte cell-derived chemotaxin-2,Inverse variance weighted,53,0.88 [0.81-0.95],0.0013737045578789
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",FAS,Tumor necrosis factor receptor superfamily member 6,Inverse variance weighted,12,0.80 [0.68-0.94],0.0075101851214357
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,75,1.14 [1.07-1.23],0.0001081922774327
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,1.48 [1.12-1.96],0.0061844858380675
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",CD302,CD302 antigen,Inverse variance weighted,17,0.81 [0.70-0.95],0.0087961507879851
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.63 [1.24-2.14],0.0004058948128683
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",NPL,N-acetylneuraminate lyase,Inverse variance weighted,16,1.41 [1.18-1.70],0.0002292601780852
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.81 [0.70-0.94],0.0057630155140908
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,0.82 [0.73-0.93],0.0014445967505893
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,1.13 [1.04-1.23],0.0047436331959616
Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",LGALS4,Galectin-4,Inverse variance weighted,19,0.80 [0.70-0.91],0.0009291242744243
