Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,4,1.02 [0.88-1.17],0.824246888468149
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,4,1.07 [0.93-1.23],0.369087776118802
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,4,1.04 [0.86-1.25],0.680702075077913
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,4,0.90 [0.10-8.33],0.923876294789116
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,4,1.30 [0.99-1.70],0.0586442487667444
CD99,CD99 antigen,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,4,0.40 [0.06-2.61],0.337392307042804
CD99,CD99 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,4,0.98 [0.29-3.30],0.97543010059081
CD99,CD99 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,4,1.02 [0.69-1.50],0.925901242493617
CD99,CD99 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,4,0.93 [0.76-1.14],0.474233545482698
CD99,CD99 antigen,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,4,0.93 [0.65-1.34],0.708869519935098
CD99,CD99 antigen,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,Inverse variance weighted,4,1.04 [0.55-1.97],0.91007047873176
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,4,1.02 [0.36-2.93],0.968738466578917
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,4,1.38 [0.70-2.73],0.346500405608874
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,Inverse variance weighted,4,1.00 [0.60-1.67],0.988017705640616
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,Inverse variance weighted,4,0.84 [0.69-1.03],0.0932290022698293
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,4,0.79 [0.62-1.01],0.0561786747251205
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,4,0.96 [0.61-1.52],0.867072916987967
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,4,1.04 [0.57-1.90],0.906583628275078
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,Inverse variance weighted,4,0.83 [0.60-1.13],0.232053261958606
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,Inverse variance weighted,4,1.02 [0.73-1.41],0.923836778616922
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,4,0.90 [0.68-1.19],0.473172662670794
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,Inverse variance weighted,4,0.82 [0.61-1.10],0.17816348079066
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,4,1.03 [0.92-1.14],0.649297719482335
CD99,CD99 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,4,1.61 [0.94-2.76],0.0855907597812499
CD99,CD99 antigen,Chapter VI Diseases of the nervous system,Falls/tendency to fall,Inverse variance weighted,4,0.93 [0.85-1.02],0.116702557508164
CD99,CD99 antigen,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",Inverse variance weighted,4,0.95 [0.69-1.30],0.741612622582479
CD99,CD99 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,4,0.91 [0.60-1.37],0.644704779194415
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,4,1.06 [0.89-1.26],0.496881385854741
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Arterial embolism and thrombosis of lower extremity artery,Inverse variance weighted,4,1.06 [0.35-3.19],0.918239207346798
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,Inverse variance weighted,4,0.78 [0.35-1.76],0.555459464358316
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",Inverse variance weighted,4,1.18 [0.76-1.83],0.459111447858259
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Cardiac arrest,Inverse variance weighted,4,0.97 [0.59-1.61],0.906025178167088
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Conduction disorders,Inverse variance weighted,4,1.13 [0.85-1.51],0.389680218908058
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,4,1.11 [0.93-1.32],0.247665749884184
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Hypotension,Inverse variance weighted,4,1.13 [0.80-1.61],0.488660463360315
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",Inverse variance weighted,4,2.50 [0.56-11.25],0.232874441320563
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,4,1.50 [0.50-4.48],0.465690924299285
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,4,1.02 [0.52-2.00],0.960142564971475
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,4,0.97 [0.59-1.58],0.895786295300282
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,4,0.62 [0.26-1.47],0.276460564461728
CD99,CD99 antigen,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,4,1.44 [0.71-2.92],0.310573837950743
CD99,CD99 antigen,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,4,0.92 [0.59-1.44],0.708700263530058
CD99,CD99 antigen,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,4,0.96 [0.86-1.06],0.407109716973945
CD99,CD99 antigen,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,4,1.01 [0.79-1.29],0.914328123860017
