Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,46,0.91 [0.85-0.97],0.0051334759976791
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,Inverse variance weighted,25,1.06 [1.02-1.11],0.0046560762612625
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,5,0.89 [0.81-0.98],0.0200600644769793
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,APOE,Apolipoprotein E,Inverse variance weighted,34,0.90 [0.86-0.95],7.22168330232977e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,0.91 [0.84-1.00],0.0475580431703929
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.92 [0.86-0.98],0.0115223881180251
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,KLB,Beta-klotho,Inverse variance weighted,59,1.03 [1.00-1.07],0.0361442919565236
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MSLN,Mesothelin,Inverse variance weighted,36,1.03 [1.00-1.07],0.0384714745886484
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CDNF,Cerebral dopamine neurotrophic factor,Inverse variance weighted,15,0.97 [0.94-1.00],0.0489333397607227
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,0.94 [0.89-1.00],0.0449303032164635
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PLA2G7,Platelet-activating factor acetylhydrolase,Inverse variance weighted,21,1.96 [1.42-2.72],4.88228045698622e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,FGF5,Fibroblast growth factor 5,Inverse variance weighted,43,1.03 [1.00-1.06],0.0443076781285799
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",Inverse variance weighted,25,1.05 [1.01-1.10],0.0103072819413516
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,DKK4,Dickkopf-related protein 4,Inverse variance weighted,18,0.87 [0.79-0.96],0.0035019806956473
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,8,1.17 [1.00-1.37],0.0465207488112895
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,HS6ST2,Heparan-sulfate 6-O-sulfotransferase 2,Inverse variance weighted,12,0.80 [0.67-0.96],0.0140703179128725
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.88 [0.79-0.99],0.0309335418776034
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PPL,Periplakin,Inverse variance weighted,2,1.35 [1.06-1.72],0.0168843416921899
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,ICAM5,Intercellular adhesion molecule 5,Inverse variance weighted,49,1.05 [1.01-1.10],0.0086916483392223
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.25 [1.08-1.46],0.0028776350191779
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,Inverse variance weighted,24,1.11 [1.04-1.17],0.0004663132049344
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CHGA,Chromogranin-A,Inverse variance weighted,8,1.11 [1.02-1.20],0.0150583526884245
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PAMR1,Inactive serine protease PAMR1,Inverse variance weighted,30,0.94 [0.90-0.98],0.0062608354204412
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MFGE8,Lactadherin,Inverse variance weighted,26,1.12 [1.01-1.25],0.0342941032032605
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,1.05 [1.00-1.09],0.0415416326038992
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.11 [1.01-1.21],0.031585576443964
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CPE,Carboxypeptidase E,Inverse variance weighted,16,0.89 [0.83-0.95],0.000973148487894
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,1.29 [1.08-1.53],0.0040866924381163
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IL6,Interleukin-6,Inverse variance weighted,6,0.92 [0.85-0.99],0.0368468664550869
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,0.89 [0.82-0.97],0.0075503661338478
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.29 [1.02-1.65],0.0356965392420584
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IL7R,Interleukin-7 receptor subunit alpha,Inverse variance weighted,73,0.96 [0.94-0.99],0.0157134871043286
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,LCN2,Neutrophil gelatinase-associated lipocalin,Inverse variance weighted,21,0.90 [0.82-1.00],0.049724752758221
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.55 [1.31-1.84],2.88137351105652e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Inverse variance weighted,7,0.77 [0.62-0.95],0.0154518375993322
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,LGALS4,Galectin-4,Inverse variance weighted,19,0.90 [0.85-0.95],0.0001580330456992
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,1.09 [1.01-1.18],0.0235848322756428
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IMMT,MICOS complex subunit MIC60,Inverse variance weighted,2,0.84 [0.73-0.97],0.02049660241298
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,ADM,Pro-adrenomedullin,Inverse variance weighted,4,0.91 [0.83-1.00],0.0491632263943978
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.96 [0.93-1.00],0.0360917523623132
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,HYAL1,Hyaluronidase-1,Inverse variance weighted,23,1.07 [1.01-1.12],0.0142314617828143
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,RBP2,Retinol-binding protein 2,Inverse variance weighted,6,1.19 [1.02-1.39],0.0236087363242514
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,GM2A,Ganglioside GM2 activator,Inverse variance weighted,26,1.04 [1.01-1.07],0.0076163509722195
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,SEMA3G,Semaphorin-3G,Inverse variance weighted,66,1.05 [1.01-1.10],0.0146139431540237
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,GRN,Progranulin,Inverse variance weighted,46,1.12 [1.07-1.17],2.11526537115565e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,LPA,Apolipoprotein(a),Inverse variance weighted,46,1.11 [1.07-1.14],1.34798531327096e-11
