Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Acute renal failure,UMOD,Uromodulin,Inverse variance weighted,62,1.07 [1.02-1.13],0.0028772437221081
Chapter XIV Diseases of the genitourinary system,Acute renal failure,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,Inverse variance weighted,29,1.09 [1.01-1.17],0.0316839022148122
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,42,0.88 [0.81-0.95],0.0020392867332536
Chapter XIV Diseases of the genitourinary system,Acute renal failure,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.18 [1.01-1.37],0.0313709296846357
Chapter XIV Diseases of the genitourinary system,Acute renal failure,PI3,Elafin,Inverse variance weighted,20,1.21 [1.09-1.33],0.000269498297834
Chapter XIV Diseases of the genitourinary system,Acute renal failure,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.77 [0.62-0.96],0.0179080101413749
Chapter XIV Diseases of the genitourinary system,Acute renal failure,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,0.91 [0.84-0.99],0.0306535091101187
Chapter XIV Diseases of the genitourinary system,Acute renal failure,SEMA3G,Semaphorin-3G,Inverse variance weighted,66,1.07 [1.00-1.14],0.0489285492681524
Chapter XIV Diseases of the genitourinary system,Acute renal failure,FAM3C,Protein FAM3C,Inverse variance weighted,5,1.41 [1.01-1.98],0.0449138308099091
Chapter XIV Diseases of the genitourinary system,Acute renal failure,FAM171B,Protein FAM171B,Inverse variance weighted,25,1.15 [1.05-1.26],0.0037946467186085
Chapter XIV Diseases of the genitourinary system,Acute renal failure,MMP10,Stromelysin-2,Inverse variance weighted,30,0.88 [0.81-0.95],0.0020017690113998
Chapter XIV Diseases of the genitourinary system,Acute renal failure,VWC2,Brorin,Inverse variance weighted,35,1.13 [1.04-1.22],0.0050712786826304
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ANGPTL3,Angiopoietin-related protein 3,Inverse variance weighted,15,1.11 [1.00-1.24],0.0469075583963911
Chapter XIV Diseases of the genitourinary system,Acute renal failure,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.92 [0.85-1.00],0.0411648543422412
Chapter XIV Diseases of the genitourinary system,Acute renal failure,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,0.88 [0.80-0.96],0.0065132944786525
Chapter XIV Diseases of the genitourinary system,Acute renal failure,KAZALD1,Kazal-type serine protease inhibitor domain-containing protein 1,Inverse variance weighted,44,1.04 [1.00-1.07],0.0391781237690269
Chapter XIV Diseases of the genitourinary system,Acute renal failure,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,12,0.85 [0.74-0.98],0.024472113783155
Chapter XIV Diseases of the genitourinary system,Acute renal failure,KLK14,Kallikrein-14,Inverse variance weighted,30,1.12 [1.03-1.21],0.0048073680336172
Chapter XIV Diseases of the genitourinary system,Acute renal failure,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.22 [1.03-1.43],0.0195488266662265
Chapter XIV Diseases of the genitourinary system,Acute renal failure,SBSN,Suprabasin,Inverse variance weighted,28,1.08 [1.01-1.15],0.0194225246420937
Chapter XIV Diseases of the genitourinary system,Acute renal failure,BCL2L15,Bcl-2-like protein 15,Inverse variance weighted,8,1.23 [1.03-1.47],0.0241304311939977
Chapter XIV Diseases of the genitourinary system,Acute renal failure,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,34,0.94 [0.88-1.00],0.0340811079076451
Chapter XIV Diseases of the genitourinary system,Acute renal failure,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,1.10 [1.02-1.19],0.0132892799940541
Chapter XIV Diseases of the genitourinary system,Acute renal failure,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,24,1.11 [1.01-1.22],0.0278933201698931
Chapter XIV Diseases of the genitourinary system,Acute renal failure,CALB2,Calretinin,Wald ratio,1,0.48 [0.27-0.89],0.0184038546174319
Chapter XIV Diseases of the genitourinary system,Acute renal failure,SORBS1,Sorbin and SH3 domain-containing protein 1,Inverse variance weighted,2,1.79 [1.03-3.11],0.040328054366003
Chapter XIV Diseases of the genitourinary system,Acute renal failure,DSG3,Desmoglein-3,Inverse variance weighted,27,0.91 [0.82-1.00],0.0495068144433324
