Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,1.55 [1.14-2.12],0.0056543180583331
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,AMBP,Protein AMBP,Inverse variance weighted,5,1.15 [1.02-1.29],0.0254539562621187
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,SEPTIN8,Septin-8,Inverse variance weighted,6,0.91 [0.85-0.97],0.0075500896889532
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,Inverse variance weighted,5,0.90 [0.81-1.00],0.0494376886597108
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,32,0.94 [0.91-0.97],1.08132377455659e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CLEC14A,C-type lectin domain family 14 member A,Inverse variance weighted,4,0.89 [0.82-0.98],0.0123513553971029
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,0.96 [0.93-0.99],0.0159033562830781
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.83 [0.77-0.91],1.43902387043793e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ELN,Elastin,Inverse variance weighted,12,1.12 [1.01-1.26],0.0403832912609646
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LGALS1,Galectin-1,Inverse variance weighted,7,0.95 [0.91-0.99],0.0066828392333758
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.04 [1.00-1.08],0.0265772222233086
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,TPK1,Thiamin pyrophosphokinase 1,Inverse variance weighted,24,1.04 [1.01-1.07],0.0082005843455129
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,MYL3,Myosin light chain 3,Inverse variance weighted,13,1.09 [1.01-1.17],0.0292876996633939
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PLA2G2A,"Phospholipase A2, membrane associated",Inverse variance weighted,23,0.97 [0.95-1.00],0.0168215031465987
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,GUCA2A,Guanylin,Inverse variance weighted,16,1.08 [1.02-1.14],0.0075235770779926
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.87 [0.80-0.95],0.0017363745853999
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.04 [1.00-1.08],0.0277275194965502
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LGALS3,Galectin-3,Inverse variance weighted,42,1.05 [1.02-1.09],0.001990257954145
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.95 [0.91-1.00],0.0451570228422185
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ORM1,Alpha-1-acid glycoprotein 1,Inverse variance weighted,21,1.06 [1.01-1.10],0.0115477826202624
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,18,1.07 [1.01-1.13],0.0179429787224991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PRG2,Bone marrow proteoglycan,Inverse variance weighted,40,0.96 [0.92-0.99],0.0239687620750935
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PALM2,Paralemmin-2,Inverse variance weighted,9,0.94 [0.89-1.00],0.0344955206265237
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,SPP1,Osteopontin,Inverse variance weighted,19,0.91 [0.83-0.99],0.0318982401884868
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,C4BPB,C4b-binding protein beta chain,Inverse variance weighted,29,0.94 [0.90-0.98],0.0039305440162856
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,PSAP,Prosaposin,Inverse variance weighted,13,0.94 [0.90-0.99],0.01058142988145
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,27,0.95 [0.93-0.98],0.0008012261499633
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.05 [1.01-1.08],0.0076389413252963
