Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,0.11 [0.01-0.81],0.030454265958058,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,CD300E,CMRF35-like molecule 2,Inverse variance weighted,21,0.8 [0.66-0.98],0.033327445474779,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.24 [1.01-1.53],0.0404968818212821,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.91 [1-3.66],0.0504868371956556,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,4,1.37 [0.96-1.96],0.0797345867839788,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,0.67 [0.42-1.08],0.0991844156218031,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,0.82 [0.66-1.04],0.0992162289126445,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.5 [0.92-2.45],0.102185719303152,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,3.9 [0.72-21.25],0.115509811749688,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,1.17 [0.96-1.43],0.125183273352885,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,8,1.25 [0.93-1.67],0.134010270655737,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,0.79 [0.58-1.08],0.135899526444417,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.11 [0.96-1.28],0.14426309124496,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.67 [0.39-1.16],0.15559253766748,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,FAM3C,Protein FAM3C,Inverse variance weighted,2,0.41 [0.12-1.42],0.159654815914087,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,1.08 [0.97-1.21],0.160193145500567,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.87 [0.72-1.06],0.165744865715138,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,15,1.16 [0.94-1.42],0.167701424050952,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,ADM,Pro-adrenomedullin,Inverse variance weighted,2,1.59 [0.79-3.18],0.191920754301764,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.21 [0.9-1.62],0.207377082720364,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.91 [0.79-1.06],0.22137390463009,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,1.36 [0.82-2.26],0.230227442890452,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,10,0.85 [0.65-1.11],0.230447071082565,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.24 [0.81-1.9],0.316884325694321,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,FSTL3,Follistatin-related protein 3,Inverse variance weighted,4,1.27 [0.79-2.04],0.33077144237506,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,MMP7,Matrilysin,Inverse variance weighted,13,1.1 [0.9-1.34],0.350333388696201,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,CD302,CD302 antigen,Inverse variance weighted,9,0.89 [0.69-1.14],0.351101014280437,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.45 [0.08-2.53],0.360820040079835,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,3,0.8 [0.48-1.31],0.369735869450128,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,SHISA5,Protein shisa-5,Inverse variance weighted,5,1.39 [0.66-2.9],0.385213279075172,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.1 [0.89-1.36],0.393309095952822,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.34 [0.67-2.68],0.405965455346359,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,CD27,CD27 antigen,Inverse variance weighted,9,1.09 [0.88-1.36],0.410243877321546,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,2,1.23 [0.75-2.04],0.413345465937534,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,NECTIN2,Nectin-2,Inverse variance weighted,5,1.09 [0.88-1.34],0.423753266929433,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.77 [0.4-1.48],0.438317356341772,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.94 [0.81-1.09],0.445382008680957,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,10,0.91 [0.72-1.16],0.445572687838421,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,14,1.07 [0.9-1.26],0.448823214242427,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.11 [0.84-1.48],0.451944576938553,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.53 [0.48-4.86],0.469696372723643,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,EFNA4,Ephrin-A4,Inverse variance weighted,3,1.29 [0.63-2.61],0.48317414847078,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,NECTIN4,Nectin-4,Inverse variance weighted,7,1.08 [0.86-1.34],0.508091309339797,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.93 [0.74-1.17],0.521562346561699,cis
Chapter X Diseases of the respiratory system,VIRALPNEUMONAS,LGALS9,Galectin-9,Inverse variance weighted,26,1.06 [0.89-1.27],0.525984856945213,cis
