Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,1.36 [1.16-1.58],0.00012448460258087,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,CCL14,C-C motif chemokine 14,Inverse variance weighted,12,0.85 [0.77-0.94],0.0014459276278507,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,NRP2,Neuropilin-2,Inverse variance weighted,11,0.73 [0.6-0.89],0.00211517118797555,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,20,0.88 [0.81-0.96],0.00562004283103059,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,ANXA10,Annexin A10,Wald ratio,1,4.47 [1.54-13.04],0.0060397972642948,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,RNASE4,Ribonuclease 4,Inverse variance weighted,11,0.81 [0.69-0.94],0.00655395191420032,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,OSMR,Oncostatin-M-specific receptor subunit beta,Inverse variance weighted,27,1.16 [1.04-1.3],0.0073523611097176,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,FCRLB,Fc receptor-like B,Inverse variance weighted,61,1.1 [1.03-1.18],0.0074103171273459,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,GSN,Gelsolin,Inverse variance weighted,5,0.56 [0.36-0.86],0.00881075385486518,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.15 [1.03-1.28],0.00945088742243879,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,6,1.27 [1.06-1.52],0.0097753275816161,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,7,1.24 [1.05-1.47],0.0105016977417864,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,Wald ratio,1,2.38 [1.22-4.63],0.01083339283447,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,CCDC80,Coiled-coil domain-containing protein 80,Inverse variance weighted,3,0.48 [0.28-0.85],0.0109412746621529,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,13,0.81 [0.7-0.95],0.0109535577158819,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,20,0.81 [0.69-0.95],0.01112366942061,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,ICAM2,Intercellular adhesion molecule 2,Inverse variance weighted,2,2.83 [1.24-6.49],0.0138695071503837,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_VOLUME,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.65 [0.46-0.92],0.0153791939577204,cis
