Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_NEURO,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,18,1.06 [1.03-1.08],1.92948219230935e-06,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CLEC3B,Tetranectin,Inverse variance weighted,6,1.1 [1.04-1.16],0.00135883639337106,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,7,0.94 [0.91-0.98],0.00525114995058224,cis
Chapter VI Diseases of the nervous system,G6_NEURO,OCLN,Occludin,Wald ratio,1,0.87 [0.79-0.96],0.00572604752790591,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,3,1.21 [1.05-1.4],0.00779459632462445,cis
Chapter VI Diseases of the nervous system,G6_NEURO,OMG,Oligodendrocyte-myelin glycoprotein,Wald ratio,1,0.81 [0.7-0.95],0.00846411464993134,cis
Chapter VI Diseases of the nervous system,G6_NEURO,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,5,0.94 [0.9-0.99],0.0103308521511173,cis
Chapter VI Diseases of the nervous system,G6_NEURO,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,Inverse variance weighted,5,0.94 [0.89-0.99],0.0113844368283006,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CD276,CD276 antigen,Inverse variance weighted,14,0.97 [0.94-0.99],0.0147977468689095,cis
Chapter VI Diseases of the nervous system,G6_NEURO,GUSB,Beta-glucuronidase,Wald ratio,1,0.88 [0.79-0.98],0.0184922543158156,cis
Chapter VI Diseases of the nervous system,G6_NEURO,NUCB2,Nucleobindin-2,Inverse variance weighted,13,1.04 [1.01-1.08],0.02368770484482,cis
Chapter VI Diseases of the nervous system,G6_NEURO,MMP7,Matrilysin,Inverse variance weighted,9,1.05 [1.01-1.09],0.0239161309480616,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,17,1.03 [1-1.06],0.0350437940574287,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,2,1.09 [1.01-1.19],0.036474085807567,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,19,1.02 [1-1.03],0.036551465352161,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,20,0.98 [0.96-1],0.0380165829572298,cis
Chapter VI Diseases of the nervous system,G6_NEURO,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,3,0.92 [0.85-1],0.0384620810863139,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PRND,Prion-like protein doppel,Inverse variance weighted,8,1.05 [1-1.1],0.0404735214367698,cis
Chapter VI Diseases of the nervous system,G6_NEURO,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,9,0.96 [0.92-1],0.0405829720378953,cis
Chapter VI Diseases of the nervous system,G6_NEURO,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,3,0.88 [0.78-0.99],0.0412196111530022,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,4,1.09 [1-1.19],0.0417549239808115,cis
Chapter VI Diseases of the nervous system,G6_NEURO,AREG,Amphiregulin,Inverse variance weighted,3,0.92 [0.85-1],0.0420352123848577,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ZBTB17,Zinc finger and BTB domain-containing protein 17,Wald ratio,1,1.35 [1.01-1.82],0.0456034617341394,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,14,0.98 [0.96-1],0.0461829620568801,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CXCL11,C-X-C motif chemokine 11,Inverse variance weighted,4,1.06 [1-1.12],0.04639017757067,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,6,0.93 [0.87-1],0.0470887176755359,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PRELP,Prolargin,Inverse variance weighted,9,1.04 [1-1.07],0.0506318892787112,cis
Chapter VI Diseases of the nervous system,G6_NEURO,HYAL1,Hyaluronidase-1,Inverse variance weighted,4,1.06 [1-1.12],0.052268798832144,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SDC1,Syndecan-1,Inverse variance weighted,3,0.92 [0.84-1],0.0523029206839506,cis
Chapter VI Diseases of the nervous system,G6_NEURO,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,11,1.04 [1-1.07],0.0536079434093764,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,10,1.04 [1-1.08],0.0546064500770025,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SPOCK1,Testican-1,Inverse variance weighted,3,1.08 [1-1.18],0.0575374296202175,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,4,1.05 [1-1.1],0.0599336022572734,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,11,0.98 [0.96-1],0.0603246708305837,cis
Chapter VI Diseases of the nervous system,G6_NEURO,GRN,Progranulin,Inverse variance weighted,4,0.91 [0.82-1],0.0615506204346332,cis
Chapter VI Diseases of the nervous system,G6_NEURO,FAM3C,Protein FAM3C,Inverse variance weighted,2,0.89 [0.79-1.01],0.0660734377052959,cis
Chapter VI Diseases of the nervous system,G6_NEURO,NCS1,Neuronal calcium sensor 1,Wald ratio,1,0.9 [0.8-1.01],0.0675203749642368,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CAPG,Macrophage-capping protein,Inverse variance weighted,15,1.03 [1-1.06],0.067581033363712,cis
Chapter VI Diseases of the nervous system,G6_NEURO,MSLN,Mesothelin,Inverse variance weighted,13,0.95 [0.91-1],0.0694638373826207,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SMOC2,SPARC-related modular calcium-binding protein 2,Inverse variance weighted,10,1.03 [1-1.07],0.071669974212108,cis
Chapter VI Diseases of the nervous system,G6_NEURO,FAM3B,Protein FAM3B,Inverse variance weighted,8,1.02 [1-1.05],0.0719887812084765,cis
Chapter VI Diseases of the nervous system,G6_NEURO,B4GAT1,"Beta-1,4-glucuronyltransferase 1",Inverse variance weighted,6,0.95 [0.9-1],0.0726744680810748,cis
Chapter VI Diseases of the nervous system,G6_NEURO,USP28,Ubiquitin carboxyl-terminal hydrolase 28,Inverse variance weighted,2,0.88 [0.77-1.01],0.0746471150034427,cis
Chapter VI Diseases of the nervous system,G6_NEURO,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,5,1.06 [0.99-1.13],0.0780983075514397,cis
Chapter VI Diseases of the nervous system,G6_NEURO,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.05 [0.99-1.1],0.0814521827195288,cis
Chapter VI Diseases of the nervous system,G6_NEURO,NECTIN2,Nectin-2,Inverse variance weighted,3,1.06 [0.99-1.14],0.0819643866471346,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,5,1.08 [0.99-1.17],0.0821256312298452,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PI3,Elafin,Inverse variance weighted,7,1.03 [1-1.07],0.0822031624655331,cis
Chapter VI Diseases of the nervous system,G6_NEURO,AGRN,Agrin,Inverse variance weighted,6,0.96 [0.92-1.01],0.084832451853064,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SPP1,Osteopontin,Inverse variance weighted,7,0.93 [0.85-1.01],0.0906238368541218,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,2,1.14 [0.98-1.31],0.0911708212233254,cis
Chapter VI Diseases of the nervous system,G6_NEURO,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,5,1.1 [0.99-1.22],0.091296753222842,cis
Chapter VI Diseases of the nervous system,G6_NEURO,JAM2,Junctional adhesion molecule B,Wald ratio,1,0.77 [0.57-1.05],0.0937437573374879,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Wald ratio,1,1.33 [0.95-1.87],0.0950950732982417,cis
Chapter VI Diseases of the nervous system,G6_NEURO,MYOM2,Myomesin-2,Wald ratio,1,1.23 [0.96-1.57],0.0951409035614842,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,5,1.04 [0.99-1.1],0.0976405105067042,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",Inverse variance weighted,15,1.03 [0.99-1.06],0.106567143996552,cis
Chapter VI Diseases of the nervous system,G6_NEURO,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,7,1.08 [0.98-1.2],0.10671865232805,cis
Chapter VI Diseases of the nervous system,G6_NEURO,UXS1,UDP-glucuronic acid decarboxylase 1,Inverse variance weighted,2,1.11 [0.98-1.26],0.108901740449711,cis
Chapter VI Diseases of the nervous system,G6_NEURO,HJV,Hemojuvelin,Wald ratio,1,1.07 [0.98-1.18],0.121836846300644,cis
Chapter VI Diseases of the nervous system,G6_NEURO,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,12,1.03 [0.99-1.07],0.12561435854989,cis
Chapter VI Diseases of the nervous system,G6_NEURO,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,2,0.91 [0.8-1.03],0.128685687801355,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CCL21,C-C motif chemokine 21,Inverse variance weighted,2,0.9 [0.79-1.03],0.132654079477481,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CSTB,Cystatin-B,Inverse variance weighted,23,0.98 [0.96-1.01],0.133351762069648,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CCDC80,Coiled-coil domain-containing protein 80,Inverse variance weighted,3,0.89 [0.77-1.04],0.133731672372449,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CTSS,Cathepsin S,Inverse variance weighted,14,0.97 [0.93-1.01],0.142564341115437,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CXCL10,C-X-C motif chemokine 10,Wald ratio,1,0.86 [0.71-1.05],0.145186168818781,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CLEC7A,C-type lectin domain family 7 member A,Inverse variance weighted,10,1.02 [0.99-1.05],0.151281440679844,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CD46,Membrane cofactor protein,Wald ratio,1,0.89 [0.77-1.04],0.153998877459116,cis
Chapter VI Diseases of the nervous system,G6_NEURO,BCAN,Brevican core protein,Wald ratio,1,0.84 [0.65-1.07],0.154220535435195,cis
Chapter VI Diseases of the nervous system,G6_NEURO,BTN3A2,Butyrophilin subfamily 3 member A2,Wald ratio,1,1.03 [0.99-1.07],0.154700692935469,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CELA2A,Chymotrypsin-like elastase family member 2A,Inverse variance weighted,2,1.08 [0.97-1.2],0.158988637084201,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CPM,Carboxypeptidase M,Inverse variance weighted,3,0.92 [0.83-1.03],0.160025280277628,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ANPEP,Aminopeptidase N,Inverse variance weighted,11,1.02 [0.99-1.05],0.160342906630466,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CGREF1,Cell growth regulator with EF hand domain protein 1,Inverse variance weighted,21,0.98 [0.95-1.01],0.168292641451942,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IGSF3,Immunoglobulin superfamily member 3,Inverse variance weighted,2,0.92 [0.8-1.04],0.17668599413956,cis
Chapter VI Diseases of the nervous system,G6_NEURO,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,7,0.97 [0.94-1.01],0.178857728905311,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CD300C,CMRF35-like molecule 6,Wald ratio,1,0.94 [0.86-1.03],0.181634832607024,cis
Chapter VI Diseases of the nervous system,G6_NEURO,LAYN,Layilin,Inverse variance weighted,12,1.03 [0.99-1.07],0.182132354058607,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,6,1.02 [0.99-1.04],0.186156462626413,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,8,0.95 [0.88-1.03],0.188230014289999,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CNTN5,Contactin-5,Inverse variance weighted,19,1.02 [0.99-1.05],0.189748938227063,cis
Chapter VI Diseases of the nervous system,G6_NEURO,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,14,1.03 [0.99-1.06],0.193192401172529,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CTSZ,Cathepsin Z,Wald ratio,1,1.26 [0.89-1.78],0.193592633955656,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,0.95 [0.88-1.03],0.196480624372593,cis
Chapter VI Diseases of the nervous system,G6_NEURO,DPY30,Protein dpy-30 homolog,Wald ratio,1,0.86 [0.67-1.09],0.198110814804731,cis
Chapter VI Diseases of the nervous system,G6_NEURO,NECTIN4,Nectin-4,Inverse variance weighted,6,1.03 [0.99-1.07],0.202605708106233,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CCL15,C-C motif chemokine 15,Inverse variance weighted,11,1.02 [0.99-1.06],0.20468584149065,cis
Chapter VI Diseases of the nervous system,G6_NEURO,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,6,0.97 [0.93-1.02],0.206139212094831,cis
Chapter VI Diseases of the nervous system,G6_NEURO,LGALS1,Galectin-1,Inverse variance weighted,4,1.03 [0.98-1.08],0.207305109070126,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ASGR2,Asialoglycoprotein receptor 2,Inverse variance weighted,7,1.03 [0.99-1.07],0.208998742810588,cis
Chapter VI Diseases of the nervous system,G6_NEURO,THBD,Thrombomodulin,Inverse variance weighted,5,0.96 [0.89-1.03],0.210926911153232,cis
Chapter VI Diseases of the nervous system,G6_NEURO,FETUB,Fetuin-B,Inverse variance weighted,6,1.02 [0.99-1.06],0.21174189169591,cis
Chapter VI Diseases of the nervous system,G6_NEURO,MANSC1,MANSC domain-containing protein 1,Wald ratio,1,1.19 [0.91-1.56],0.212509854728035,cis
Chapter VI Diseases of the nervous system,G6_NEURO,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,2,0.93 [0.82-1.05],0.219632846304617,cis
Chapter VI Diseases of the nervous system,G6_NEURO,REG1A,Lithostathine-1-alpha,Inverse variance weighted,8,1.03 [0.98-1.09],0.220862879155723,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,13,0.98 [0.94-1.01],0.224757297852492,cis
Chapter VI Diseases of the nervous system,G6_NEURO,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,20,0.99 [0.97-1.01],0.225279608336312,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,10,0.97 [0.93-1.02],0.226645143160506,cis
Chapter VI Diseases of the nervous system,G6_NEURO,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,4,0.96 [0.89-1.03],0.226992174305453,cis
Chapter VI Diseases of the nervous system,G6_NEURO,EGFR,Epidermal growth factor receptor,Inverse variance weighted,8,1.04 [0.97-1.11],0.227464318206767,cis
Chapter VI Diseases of the nervous system,G6_NEURO,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,Inverse variance weighted,3,1.02 [0.99-1.06],0.228396773096801,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ITGAV,Integrin alpha-V,Inverse variance weighted,5,1.05 [0.97-1.14],0.237614809422218,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,12,0.98 [0.95-1.01],0.240308542941203,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.14 [0.91-1.43],0.243633325615449,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TGFA,Protransforming growth factor alpha,Inverse variance weighted,2,1.07 [0.96-1.19],0.243657599566468,cis
Chapter VI Diseases of the nervous system,G6_NEURO,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,4,1.04 [0.98-1.1],0.24678778192001,cis
Chapter VI Diseases of the nervous system,G6_NEURO,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,4,0.97 [0.91-1.02],0.248458881506108,cis
Chapter VI Diseases of the nervous system,G6_NEURO,ELN,Elastin,Wald ratio,1,1.1 [0.93-1.29],0.253841478248541,cis
Chapter VI Diseases of the nervous system,G6_NEURO,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,3,0.96 [0.89-1.03],0.255992607412478,cis
Chapter VI Diseases of the nervous system,G6_NEURO,FASLG,Tumor necrosis factor ligand superfamily member 6,Wald ratio,1,1.12 [0.92-1.35],0.257594364315255,cis
