Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.49 [0.37-0.65],4.52705746555132e-07,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,ADIPOQ,Adiponectin,Inverse variance weighted,13,1.16 [1-1.35],0.0512408737024919,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Inverse variance weighted,6,1.4 [0.97-2.01],0.0746065937228145,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TFF2,Trefoil factor 2,Inverse variance weighted,5,0.86 [0.65-1.13],0.274126138304527,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,11,1.07 [0.94-1.22],0.317428127963756,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,10,1.08 [0.92-1.27],0.333636539147885,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,1.04 [0.92-1.18],0.4940071706865,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,0.98 [0.9-1.05],0.519726511290668,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.83 [0.45-1.51],0.534996834628812,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.96 [0.75-1.23],0.744686545191778,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,30,1.01 [0.9-1.14],0.849463642628883,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,C7,Complement component C7,Inverse variance weighted,38,1 [0.94-1.05],0.871677467897938,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,21,0.99 [0.9-1.09],0.883729692000137,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,19,0.99 [0.89-1.11],0.898575564896688,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,THBS2,Thrombospondin-2,Inverse variance weighted,16,0.99 [0.89-1.11],0.900206537054848,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,C7,Complement component C7,Inverse variance weighted,26,1.16 [1.03-1.3],0.0138543505556575,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,29,1.2 [1.01-1.41],0.0336504592688077,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Inverse variance weighted,7,0.81 [0.66-0.99],0.0417604825232739,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,14,0.79 [0.59-1.05],0.10189543914638,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,11,1.17 [0.95-1.44],0.145010526468513,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,11,1.1 [0.91-1.33],0.313799684822852,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,6,1.22 [0.82-1.84],0.326855558719739,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.92 [0.77-1.09],0.328653456711011,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,8,1.13 [0.85-1.5],0.406683619676142,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,THBS2,Thrombospondin-2,Inverse variance weighted,15,0.92 [0.75-1.13],0.431265534629401,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,ADIPOQ,Adiponectin,Inverse variance weighted,25,0.95 [0.83-1.09],0.44147820174525,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,10,0.94 [0.75-1.19],0.630377024775609,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,7,1.05 [0.69-1.61],0.808438807535604,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,25,0.99 [0.85-1.15],0.878596415151479,trans
Chapter V Mental and behavioural disorders,KRA_PSY_ALCOH_EXMORE,GDF15,Growth/differentiation factor 15,Wald ratio,1,1.05 [0.29-3.74],0.943868816043933,trans
