Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_PAD,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,14,0.86 [0.8-0.94],0.00033486998903415,cis
Chapter IX Diseases of the circulatory system,I9_PAD,PON1,Serum paraoxonase/arylesterase 1,Inverse variance weighted,23,1.08 [1.03-1.14],0.00131973675899545,cis
Chapter IX Diseases of the circulatory system,I9_PAD,LCN15,Lipocalin-15,Inverse variance weighted,6,1.13 [1.04-1.22],0.00493327493707572,cis
Chapter IX Diseases of the circulatory system,I9_PAD,IFNLR1,Interferon lambda receptor 1,Inverse variance weighted,4,0.63 [0.45-0.87],0.00587245865988135,cis
Chapter IX Diseases of the circulatory system,I9_PAD,PTN,Pleiotrophin,Inverse variance weighted,3,0.58 [0.4-0.86],0.00688594051828301,cis
Chapter IX Diseases of the circulatory system,I9_PAD,FOLR2,Folate receptor beta,Wald ratio,1,0.6 [0.41-0.88],0.0081969834484306,cis
Chapter IX Diseases of the circulatory system,I9_PAD,NTRK3,NT-3 growth factor receptor,Inverse variance weighted,5,0.81 [0.7-0.95],0.00883325306834958,cis
Chapter IX Diseases of the circulatory system,I9_PAD,CRH,Corticoliberin,Inverse variance weighted,10,1.18 [1.04-1.33],0.00893003766327155,cis
Chapter IX Diseases of the circulatory system,I9_PAD,HJV,Hemojuvelin,Wald ratio,1,1.42 [1.08-1.87],0.011019287072417,cis
Chapter IX Diseases of the circulatory system,I9_PAD,SDC1,Syndecan-1,Inverse variance weighted,3,0.72 [0.56-0.93],0.0115947652079828,cis
Chapter IX Diseases of the circulatory system,I9_PAD,ANXA5,Annexin A5,Wald ratio,1,1.62 [1.11-2.37],0.0124296469881711,cis
Chapter IX Diseases of the circulatory system,I9_PAD,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,2.38 [1.2-4.71],0.0129673959191305,cis
Chapter IX Diseases of the circulatory system,I9_PAD,CCN3,CCN family member 3,Inverse variance weighted,13,0.86 [0.76-0.97],0.0136271306463364,cis
Chapter IX Diseases of the circulatory system,I9_PAD,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,7,0.85 [0.74-0.97],0.0148555218277013,cis
Chapter IX Diseases of the circulatory system,I9_PAD,CDH2,Cadherin-2,Inverse variance weighted,3,1.43 [1.07-1.91],0.0169068588412869,cis
Chapter IX Diseases of the circulatory system,I9_PAD,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,16,1.12 [1.02-1.22],0.0182457017496647,cis
Chapter IX Diseases of the circulatory system,I9_PAD,GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,11,1.17 [1.03-1.33],0.0182669783024921,cis
