Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,10,1.29 [1.07-1.55],0.00631821839269411,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,0.79 [0.65-0.96],0.0191407070362766,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,RARRES2,Retinoic acid receptor responder protein 2,Inverse variance weighted,2,0.76 [0.6-0.97],0.0243907866455192,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,CD302,CD302 antigen,Inverse variance weighted,9,0.81 [0.67-0.97],0.0248230606506274,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.91 [0.83-1],0.0470839877749141,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,GM2A,Ganglioside GM2 activator,Inverse variance weighted,24,1.08 [1-1.16],0.0485783508038728,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,1.23 [1-1.52],0.0543450102250602,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,15,1.13 [1-1.28],0.0595161852604215,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,CD83,CD83 antigen,Inverse variance weighted,5,1.25 [0.98-1.6],0.0753619803558569,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,0.88 [0.76-1.02],0.0811260659903416,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,10,1.17 [0.98-1.4],0.0841413222545326,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,CFD,Complement factor D,Inverse variance weighted,11,0.86 [0.72-1.03],0.0929449782098543,cis
Chapter IX Diseases of the circulatory system,I9_ABAORTANEUR,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.62 [0.34-1.1],0.10310908942813,cis
