Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.87 [1.32-2.66],0.000454245215829549,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,0.85 [0.77-0.94],0.0017625903063578,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,3,1.49 [1.08-2.05],0.0155276443759157,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FSTL3,Follistatin-related protein 3,Inverse variance weighted,4,0.63 [0.43-0.92],0.016810288281309,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,4,1.78 [1.06-2.99],0.0294734489534069,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,12,1.22 [1.01-1.46],0.0347865323920239,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,OGN,Mimecan,Inverse variance weighted,30,0.88 [0.78-0.99],0.0362417689965895,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CST3,Cystatin-C,Inverse variance weighted,10,1.25 [1.01-1.55],0.0386241725972655,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.8 [0.64-0.99],0.0414901705099022,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,ADM,Pro-adrenomedullin,Inverse variance weighted,2,1.74 [1-3.03],0.0488804302506126,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.66 [0.99-2.8],0.054494892759183,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,26,0.82 [0.68-1],0.0548282728493257,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.89 [0.79-1.01],0.0646181983522617,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,1.36 [0.97-1.92],0.0729192274634283,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,0.85 [0.71-1.02],0.0736335625342951,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL19,Interleukin-19,Inverse variance weighted,11,0.83 [0.68-1.02],0.0787067273086682,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,0.86 [0.73-1.02],0.0886735936877446,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,RETN,Resistin,Inverse variance weighted,9,1.12 [0.98-1.28],0.0925621105078654,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,10,0.85 [0.7-1.03],0.0938842631326352,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TFF2,Trefoil factor 2,Inverse variance weighted,5,1.34 [0.95-1.9],0.09531933452074,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,0.79 [0.6-1.05],0.100164235354533,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,3,1.44 [0.93-2.24],0.105869848314571,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,49,1.05 [0.99-1.11],0.109465704573254,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,C7,Complement component C7,Inverse variance weighted,38,0.94 [0.87-1.01],0.111657185170492,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.59 [0.3-1.17],0.132636692585064,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,2,0.74 [0.5-1.11],0.144821451969045,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SPON2,Spondin-2,Inverse variance weighted,4,1.27 [0.92-1.75],0.14726673897252,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,MATN3,Matrilin-3,Inverse variance weighted,28,0.91 [0.8-1.04],0.160843489898906,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,2.69 [0.67-10.77],0.1614083259808,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,EPHB6,Ephrin type-B receptor 6,Inverse variance weighted,9,0.88 [0.73-1.06],0.174300292665425,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,0.71 [0.43-1.17],0.180241366121359,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,0.79 [0.56-1.12],0.18091730107291,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL15,Interleukin-15,Wald ratio,1,36.76 [0.17-7760.94],0.186861844431502,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FAM3C,Protein FAM3C,Inverse variance weighted,2,0.4 [0.1-1.56],0.187072638678629,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,0.85 [0.67-1.08],0.190290925551942,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SIGLEC1,Sialoadhesin,Inverse variance weighted,20,0.91 [0.78-1.05],0.193155637751312,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,21,0.94 [0.86-1.03],0.202951541911956,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,0.56 [0.23-1.37],0.203158499916488,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,2,1.4 [0.83-2.37],0.207064086857985,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,2,1.55 [0.78-3.09],0.21445094237616,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.93 [0.83-1.04],0.21751723574192,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,LGALS9,Galectin-9,Inverse variance weighted,26,1.1 [0.94-1.28],0.223965692695467,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,0.73 [0.44-1.22],0.229312600960375,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CCN3,CCN family member 3,Inverse variance weighted,19,0.9 [0.74-1.08],0.239523628263152,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,ADA2,Adenosine deaminase 2,Inverse variance weighted,8,0.89 [0.74-1.08],0.24315224839258,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,DTNB,Dystrobrevin beta,Inverse variance weighted,2,0.47 [0.13-1.68],0.244731163148141,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,0.88 [0.7-1.1],0.251072856854069,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,NECTIN2,Nectin-2,Inverse variance weighted,5,0.91 [0.77-1.07],0.257783547240308,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,4,1.17 [0.89-1.56],0.262038768997243,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.91 [0.77-1.08],0.265473492019481,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.84 [0.63-1.14],0.266474590312946,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,0.41 [0.08-2],0.269646271335169,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,8,0.92 [0.79-1.07],0.271059607453831,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,10,0.9 [0.74-1.09],0.276552105723857,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,7,1.15 [0.89-1.49],0.278497964939318,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CD300E,CMRF35-like molecule 2,Inverse variance weighted,21,0.93 [0.82-1.06],0.290736031256132,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,0.92 [0.78-1.08],0.294297751750566,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,1.28 [0.8-2.06],0.300616706044567,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,PSAP,Prosaposin,Inverse variance weighted,5,1.14 [0.88-1.48],0.311329890211757,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,19,1.1 [0.91-1.32],0.326989796494914,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.68 [0.31-1.48],0.330677994295393,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.92 [0.79-1.08],0.332832480163615,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,HGF,Hepatocyte growth factor,Inverse variance weighted,2,0.73 [0.38-1.39],0.333246169312091,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CCL14,C-C motif chemokine 14,Inverse variance weighted,12,0.93 [0.81-1.08],0.33912748426722,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,10,1.15 [0.85-1.55],0.358436508016772,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,RSPO3,R-spondin-3,Inverse variance weighted,6,0.87 [0.64-1.18],0.362050639014982,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.79 [0.47-1.32],0.364072262300607,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CD74,HLA class II histocompatibility antigen gamma chain,Wald ratio,1,1.87 [0.48-7.24],0.366617573035021,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,44,0.96 [0.88-1.05],0.368812263036093,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.92 [0.78-1.1],0.371312479584261,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,0.92 [0.75-1.11],0.376283905409124,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.66 [0.26-1.68],0.385425760079064,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,LAYN,Layilin,Inverse variance weighted,20,1.08 [0.9-1.3],0.389113419706826,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,14,0.96 [0.86-1.06],0.390787194257755,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,10,0.95 [0.84-1.07],0.393380478771769,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,1.11 [0.87-1.42],0.400489535115418,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,22,0.92 [0.75-1.13],0.405091605964147,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,LGALS4,Galectin-4,Inverse variance weighted,4,1.17 [0.81-1.7],0.405808384736454,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.95 [0.85-1.07],0.406239052353289,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FOLR1,Folate receptor alpha,Inverse variance weighted,5,0.85 [0.58-1.25],0.407008334156094,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,GUCA2A,Guanylin,Inverse variance weighted,9,1.11 [0.86-1.44],0.410671923750842,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,0.77 [0.4-1.46],0.421778511282183,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,TGFA,Protransforming growth factor alpha,Inverse variance weighted,2,0.82 [0.5-1.34],0.424232650820748,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,1.38 [0.63-3.04],0.426924807462837,cis
Chapter X Diseases of the respiratory system,J10_PNEUMONISOLLIQ,IGFBP6,Insulin-like growth factor-binding protein 6,Inverse variance weighted,2,0.79 [0.44-1.42],0.42748884017111,cis
