Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,FURIN,Furin,Wald ratio,1,0.81 [0.72-0.92],0.00069997723577999,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,CD302,CD302 antigen,Inverse variance weighted,9,0.89 [0.83-0.96],0.00118781765898459,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,EZR,Ezrin,Wald ratio,1,1.82 [1.25-2.65],0.00188487924670853,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,Inverse variance weighted,16,0.93 [0.88-0.97],0.00221328293944332,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,0.9 [0.84-0.96],0.00246526458631118,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,TAFA5,Chemokine-like protein TAFA-5,Inverse variance weighted,10,1.11 [1.04-1.2],0.00271678873567868,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,27,1.07 [1.02-1.13],0.00374958997513182,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,41,0.97 [0.95-0.99],0.00389729269768759,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,28,1.06 [1.02-1.1],0.00557230401248598,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,MMP9,Matrix metalloproteinase-9,Inverse variance weighted,2,0.82 [0.72-0.95],0.00635606312949387,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,IL1RL2,Interleukin-1 receptor-like 2,Inverse variance weighted,30,1.05 [1.01-1.1],0.00704438271878488,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,9,1.09 [1.02-1.17],0.0092991317922446,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,BSG,Basigin,Wald ratio,1,1.22 [1.05-1.41],0.00932823167924901,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Inverse variance weighted,6,1.22 [1.05-1.41],0.0095962182007122,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,LGALS9,Galectin-9,Inverse variance weighted,26,1.06 [1.01-1.11],0.0128919375832596,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.71 [0.54-0.93],0.0137903290173339,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,ADGRD1,Adhesion G-protein coupled receptor D1,Inverse variance weighted,22,1.04 [1.01-1.08],0.0158331308942247,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,TCTN3,Tectonic-3,Inverse variance weighted,33,1.05 [1.01-1.1],0.0174822651335332,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,LECT2,Leukocyte cell-derived chemotaxin-2,Inverse variance weighted,44,0.96 [0.93-0.99],0.0176752986238992,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,FST,Follistatin,Inverse variance weighted,4,1.15 [1.02-1.29],0.0200993095789706,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.07 [1.01-1.14],0.0212586116214355,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,NPPB,Natriuretic peptides B,Inverse variance weighted,3,1.14 [1.02-1.27],0.024247832060699,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,NT5E,5'-nucleotidase,Inverse variance weighted,45,0.97 [0.94-1],0.0249206802216652,cis
