Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,5,1.13 [1.07-1.19],8.19373823528118e-06,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FURIN,Furin,Wald ratio,1,1.31 [1.14-1.5],0.000166477418016566,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,0.92 [0.88-0.96],0.000322700097784113,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,15,0.87 [0.81-0.94],0.000350711714553457,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.87 [0.8-0.94],0.000461028262412582,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,0.75 [0.63-0.89],0.0010333139525145,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,ANG,Angiogenin,Inverse variance weighted,19,1.09 [1.03-1.15],0.00134762561064174,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,VWC2,Brorin,Inverse variance weighted,22,1.1 [1.03-1.16],0.00276765956280868,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,1.36 [1.1-1.68],0.0043006280659291,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,7,1.19 [1.05-1.34],0.00605685548967738,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,IL15RA,Interleukin-15 receptor subunit alpha,Inverse variance weighted,14,1.1 [1.03-1.18],0.0076433803004097,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,46,1.04 [1.01-1.07],0.00835148221297543,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,9,0.82 [0.71-0.95],0.00893752241819991,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FCRLB,Fc receptor-like B,Inverse variance weighted,61,1.06 [1.01-1.1],0.0110480190650017,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.13 [1.03-1.24],0.0113019381522736,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,0.87 [0.78-0.97],0.0114832443730769,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.94 [0.89-0.99],0.0120567369775811,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SHISA5,Protein shisa-5,Inverse variance weighted,5,1.35 [1.06-1.72],0.0157000739790695,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PDCD1,Programmed cell death protein 1,Inverse variance weighted,9,1.25 [1.04-1.51],0.0182922961990627,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,TCN2,Transcobalamin-2,Inverse variance weighted,34,1.06 [1.01-1.11],0.0210437528123808,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PENK,Proenkephalin-A,Inverse variance weighted,19,1.09 [1.01-1.17],0.024376597461958,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.24 [1.03-1.49],0.0251064961178079,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,3,1.34 [1.04-1.74],0.0253855229912419,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SLAMF8,SLAM family member 8,Inverse variance weighted,25,1.03 [1-1.06],0.0258946796163642,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CD4,T-cell surface glycoprotein CD4,Inverse variance weighted,5,0.93 [0.86-0.99],0.0263976643038354,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CD300C,CMRF35-like molecule 6,Inverse variance weighted,12,0.95 [0.91-0.99],0.0272033715825732,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CD300A,CMRF35-like molecule 8,Inverse variance weighted,5,1.1 [1.01-1.2],0.031657525720495,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.84 [0.71-0.99],0.0345206825720062,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CRHBP,Corticotropin-releasing factor-binding protein,Inverse variance weighted,28,0.95 [0.91-1],0.0362957533345275,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,7,1.13 [1.01-1.26],0.0384911269594875,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,3,0.79 [0.63-0.99],0.0385566668901404,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,KRT18,"Keratin, type I cytoskeletal 18",Wald ratio,1,0.58 [0.34-0.98],0.0403726561481854,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SERPINF1,Pigment epithelium-derived factor,Inverse variance weighted,14,0.93 [0.87-1],0.0421964538417008,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,8,0.91 [0.83-1],0.0422230379525927,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,10,0.92 [0.85-1],0.0446115950730427,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SPON2,Spondin-2,Inverse variance weighted,4,1.11 [1-1.24],0.0457302028997927,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.05 [1-1.09],0.0522690207384226,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,1.08 [1-1.16],0.052397565189222,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,21,1.04 [1-1.08],0.0555346478493376,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,7,1.1 [1-1.21],0.05579387657614,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,0.87 [0.75-1],0.0558548866021041,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PALM2,Paralemmin-2,Inverse variance weighted,8,1.14 [1-1.31],0.0578470658765495,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CHGB,Secretogranin-1,Inverse variance weighted,27,1.04 [1-1.08],0.0581177774285884,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FAS,Tumor necrosis factor receptor superfamily member 6,Inverse variance weighted,9,0.91 [0.82-1],0.0600598485892015,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.94 [0.88-1.01],0.0735744088615032,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,1.34 [0.97-1.86],0.07538275870704,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,0.86 [0.73-1.02],0.0797814582578687,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,CST3,Cystatin-C,Inverse variance weighted,10,1.07 [0.99-1.15],0.0844682516713328,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,PI3,Elafin,Inverse variance weighted,10,1.07 [0.99-1.15],0.0878478711707304,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,LAG3,Lymphocyte activation gene 3 protein,Inverse variance weighted,4,1.11 [0.98-1.26],0.0879454862750654,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,17,0.94 [0.87-1.01],0.090107639038696,cis
Chapter IX Diseases of the circulatory system,I9_ATHSCLE,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.94 [0.86-1.01],0.0958724309663369,cis
