Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.39 [0.87-2.24],0.168391219372344,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.45 [0.61-3.46],0.404872483320081,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.31 [0.56-3.04],0.531868075777687,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.86 [0.44-1.67],0.646533929368318,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,1.56 [0.15-16.09],0.709148844840408,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.25 [0.26-5.89],0.779484287197577,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,HSPB6,Heat shock protein beta-6,Wald ratio,1,1.36 [0.12-15.98],0.806155790670137,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,UMOD,Uromodulin,Inverse variance weighted,29,1.01 [0.89-1.15],0.840956401493574,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.95 [0.35-2.58],0.913667927405993,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,7,2.52 [1.32-4.83],0.00524641093527048,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,HSPB6,Heat shock protein beta-6,Inverse variance weighted,4,2.53 [0.89-7.24],0.0828680115721306,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,UMOD,Uromodulin,Inverse variance weighted,34,1.29 [0.93-1.79],0.12499146705382,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.3 [0.02-4.68],0.391374131251319,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.36 [0.62-2.98],0.447706250491388,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.45 [0.02-8.3],0.591084004009743,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,SHISA5,Protein shisa-5,Inverse variance weighted,12,0.88 [0.42-1.84],0.72635189984895,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.94 [0.26-3.36],0.924875316955742,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,4,0.95 [0.34-2.64],0.927027233703498,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_MUSCLEDISNAS,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,3,0.97 [0.21-4.39],0.968316236319187,trans
