Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_OTHPER,FGF5,Fibroblast growth factor 5,Inverse variance weighted,36,0.84 [0.76-0.94],0.00226126982844721,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SPON2,Spondin-2,Inverse variance weighted,4,1.47 [1.15-1.88],0.00233364488405121,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.73 [1.21-2.48],0.00261126668190397,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.45 [0.27-0.77],0.00321271805103068,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD40,Tumor necrosis factor receptor superfamily member 5,Inverse variance weighted,10,0.77 [0.64-0.92],0.00461450775708736,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LAYN,Layilin,Inverse variance weighted,20,0.79 [0.67-0.94],0.00793505898436753,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,26,1.27 [1.06-1.51],0.00807802902278866,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Inverse variance weighted,28,0.88 [0.8-0.97],0.0106509554249601,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,RNASE6,Ribonuclease K6,Inverse variance weighted,15,0.86 [0.77-0.97],0.0117649350388032,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,32,0.89 [0.82-0.98],0.0121763695998443,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,19,0.86 [0.76-0.97],0.0131394050554909,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CDH1,Cadherin-1,Wald ratio,1,5.05 [1.4-18.24],0.0133569342459202,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,2,2 [1.15-3.49],0.0144112717642689,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,ICAM5,Intercellular adhesion molecule 5,Inverse variance weighted,33,1.12 [1.02-1.24],0.0144313829548218,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,30,1.17 [1.03-1.33],0.0186205641499214,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,13,1.21 [1.03-1.43],0.0193671920100841,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,IGLC2,Immunoglobulin lambda constant 2,Inverse variance weighted,4,0.71 [0.53-0.95],0.0209607774989315,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,APOC1,Apolipoprotein C-I,Inverse variance weighted,6,0.6 [0.38-0.94],0.0249872781705612,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,14,1.12 [1.01-1.25],0.027826433641323,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,BTN3A2,Butyrophilin subfamily 3 member A2,Inverse variance weighted,4,0.69 [0.49-0.97],0.0302780598228025,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,PYY,Peptide YY,Inverse variance weighted,6,0.77 [0.61-0.98],0.0323296298019115,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,Wald ratio,1,0.56 [0.33-0.96],0.0347014719809079,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,Wald ratio,1,0.59 [0.36-0.96],0.0347014719809079,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LGMN,Legumain,Inverse variance weighted,12,0.85 [0.72-0.99],0.0417559314436818,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,5,0.78 [0.62-0.99],0.0422942493398215,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SNCG,Gamma-synuclein,Inverse variance weighted,36,0.91 [0.83-1],0.0463290827550676,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,MMP3,Stromelysin-1,Inverse variance weighted,34,1.15 [1-1.31],0.0466417213694636,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.11 [1-1.23],0.0489355846150328,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,0.86 [0.74-1],0.0493606966625791,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD160,CD160 antigen,Inverse variance weighted,11,1.18 [1-1.39],0.0503379269639545,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,1.28 [1-1.65],0.0521415344764783,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,29,1.1 [1-1.22],0.052676835381972,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,22,0.86 [0.73-1],0.0529594437267083,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LMOD1,Leiomodin-1,Inverse variance weighted,5,1.64 [0.99-2.71],0.0544987884108754,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,KLK4,Kallikrein-4,Inverse variance weighted,17,0.88 [0.78-1],0.0549316313891072,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CA6,Carbonic anhydrase 6,Inverse variance weighted,31,1.11 [1-1.24],0.0554320832087411,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.4 [0.15-1.03],0.0562775324380467,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,0.73 [0.53-1.01],0.056690876697582,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,0.66 [0.42-1.01],0.0575090436489133,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,DKK4,Dickkopf-related protein 4,Inverse variance weighted,4,0.65 [0.41-1.02],0.0584968664036546,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CAPG,Macrophage-capping protein,Inverse variance weighted,33,1.11 [0.99-1.23],0.0621682553414069,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,24,1.16 [0.99-1.36],0.0646604685270065,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,37,0.9 [0.8-1.01],0.0649019100235265,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,QPCT,Glutaminyl-peptide cyclotransferase,Inverse variance weighted,12,1.12 [0.99-1.27],0.0663734111385605,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,GHR,Growth hormone receptor,Inverse variance weighted,38,0.93 [0.86-1.01],0.067816006054033,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.86 [0.73-1.01],0.068161635854673,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,ZBTB17,Zinc finger and BTB domain-containing protein 17,Wald ratio,1,3.29 [0.91-11.89],0.0690614620459638,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TRIM21,E3 ubiquitin-protein ligase TRIM21,Inverse variance weighted,3,0.35 [0.12-1.09],0.0705962460161094,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LGALS4,Galectin-4,Inverse variance weighted,4,1.41 [0.97-2.03],0.0714182182662516,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,GIPC2,PDZ domain-containing protein GIPC2,Inverse variance weighted,16,1.16 [0.99-1.38],0.0743153491758665,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,5,0.79 [0.61-1.03],0.0758503301738697,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.22 [0.97-1.53],0.0832135566748143,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CCL14,C-C motif chemokine 14,Inverse variance weighted,12,1.1 [0.99-1.23],0.0841372869313869,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CNTN5,Contactin-5,Inverse variance weighted,28,0.92 [0.84-1.01],0.0859685044899129,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.4 [0.95-2.06],0.0877964760219985,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,33,1.11 [0.98-1.24],0.0887371458863574,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,5,0.76 [0.55-1.04],0.0892927993009258,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,ALCAM,CD166 antigen,Inverse variance weighted,6,1.38 [0.95-2],0.0949171749193664,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,NHLRC3,NHL repeat-containing protein 3,Inverse variance weighted,8,1.25 [0.96-1.62],0.0955791623672368,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,7,0.83 [0.66-1.03],0.0957573432934185,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,1.07 [0.99-1.16],0.0972889343314098,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CDH2,Cadherin-2,Inverse variance weighted,3,1.67 [0.91-3.08],0.0993277588080634,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,1.1 [0.98-1.24],0.101393026918196,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,ANG,Angiogenin,Inverse variance weighted,19,1.11 [0.98-1.26],0.105470107031993,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,6,0.85 [0.7-1.04],0.105847452284565,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,Wald ratio,1,0.55 [0.27-1.15],0.111360284952865,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TAFA5,Chemokine-like protein TAFA-5,Inverse variance weighted,10,0.8 [0.62-1.05],0.111910855309482,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD74,HLA class II histocompatibility antigen gamma chain,Wald ratio,1,0.33 [0.08-1.3],0.112092242683547,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SEPTIN8,Septin-8,Inverse variance weighted,2,0.71 [0.47-1.09],0.114927170455807,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.31 [0.93-1.85],0.119632413915123,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,Inverse variance weighted,3,1.31 [0.93-1.86],0.127620703409022,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,1.1 [0.97-1.24],0.128586591718835,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD46,Membrane cofactor protein,Wald ratio,1,0.59 [0.3-1.16],0.129462707944938,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,AREG,Amphiregulin,Inverse variance weighted,3,0.74 [0.5-1.09],0.130778475973761,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD4,T-cell surface glycoprotein CD4,Inverse variance weighted,5,1.2 [0.95-1.52],0.130920634994193,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CTSS,Cathepsin S,Inverse variance weighted,23,1.13 [0.96-1.33],0.133744618594206,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,MDK,Midkine,Inverse variance weighted,4,1.35 [0.91-2.01],0.133897358703616,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,1.19 [0.95-1.49],0.13634192643058,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,RETN,Resistin,Inverse variance weighted,9,1.1 [0.97-1.24],0.13918412940487,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,MMP7,Matrilysin,Inverse variance weighted,13,0.86 [0.71-1.05],0.14181215076157,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CD48,CD48 antigen,Inverse variance weighted,18,1.08 [0.98-1.19],0.143683014793949,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,TNC,Tenascin,Inverse variance weighted,12,1.15 [0.95-1.38],0.14431926965045,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,LBP,Lipopolysaccharide-binding protein,Inverse variance weighted,21,0.94 [0.85-1.02],0.146477135676281,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,CST3,Cystatin-C,Inverse variance weighted,10,0.88 [0.73-1.05],0.147835424618396,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,0.75 [0.51-1.11],0.149511560368159,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,SHISA5,Protein shisa-5,Inverse variance weighted,5,1.54 [0.85-2.8],0.154817690601037,cis
Chapter IX Diseases of the circulatory system,I9_OTHPER,IFNL1,Interferon lambda-1,Wald ratio,1,2.71 [0.68-10.71],0.155952764332591,cis
