Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,GOT1,"Aspartate aminotransferase, cytoplasmic",Wald ratio,1,10.31 [3.84-27.66],3.59114805041728e-06,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,18,0.87 [0.8-0.94],0.000752461155713215,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,10,1.26 [1.1-1.45],0.00096041266234178,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.59 [0.41-0.85],0.00415779590229426,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,LGALS3BP,Galectin-3-binding protein,Inverse variance weighted,4,1.46 [1.12-1.91],0.00565356254159701,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,Inverse variance weighted,16,0.86 [0.76-0.96],0.00986993912687489,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,TLR1,Toll-like receptor 1,Inverse variance weighted,16,1.16 [1.03-1.29],0.0105517047060435,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,CILP,Cartilage intermediate layer protein 1,Inverse variance weighted,8,0.84 [0.74-0.96],0.0120092743686593,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,15,0.86 [0.77-0.97],0.0127733878258579,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.65 [0.45-0.92],0.0148431844278478,cis
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,IGF2R,Cation-independent mannose-6-phosphate receptor,Inverse variance weighted,21,0.89 [0.82-0.98],0.015200410429736,cis
