Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,KLRD1,Natural killer cells antigen CD94,Inverse variance weighted,16,1.08 [0.98-1.18],0.106840971491013,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,FCRL6,Fc receptor-like protein 6,Inverse variance weighted,32,0.96 [0.91-1.02],0.186952764262733,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,1.87 [0.62-5.61],0.264982875334434,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,SEMA7A,Semaphorin-7A,Inverse variance weighted,5,1.16 [0.84-1.59],0.365115087784178,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,24,0.96 [0.87-1.06],0.44125019351614,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CD160,CD160 antigen,Inverse variance weighted,11,0.96 [0.87-1.06],0.461462780569775,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CD8A,T-cell surface glycoprotein CD8 alpha chain,Inverse variance weighted,9,1.03 [0.9-1.2],0.642392353823786,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CA4,Carbonic anhydrase 4,Inverse variance weighted,12,1.02 [0.93-1.12],0.678586303624004,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TSPAN8,Tetraspanin-8,Inverse variance weighted,25,1.02 [0.91-1.15],0.749569085267308,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,Inverse variance weighted,3,1.04 [0.81-1.32],0.770445398293657,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,1.01 [0.9-1.14],0.871525314650747,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,15,1 [0.9-1.12],0.988579471813913,cis
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,SEMA7A,Semaphorin-7A,Inverse variance weighted,20,0.91 [0.79-1.04],0.174639470784534,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,FCRL6,Fc receptor-like protein 6,Inverse variance weighted,9,0.85 [0.6-1.2],0.346751217812237,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,11,1.08 [0.85-1.38],0.510374261104993,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TSPAN8,Tetraspanin-8,Inverse variance weighted,19,1.05 [0.9-1.22],0.536590124557855,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CA4,Carbonic anhydrase 4,Inverse variance weighted,25,1.02 [0.94-1.1],0.630194293879611,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,Inverse variance weighted,25,0.95 [0.78-1.16],0.637397311787994,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CD160,CD160 antigen,Inverse variance weighted,24,0.96 [0.82-1.13],0.645967284070355,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,KLRD1,Natural killer cells antigen CD94,Inverse variance weighted,19,0.97 [0.85-1.11],0.668098522567394,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,13,1.06 [0.82-1.37],0.67464407244777,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,PRL,Prolactin,Inverse variance weighted,7,0.94 [0.65-1.35],0.740410664394688,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,6,1.06 [0.74-1.51],0.748661937279065,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,CD8A,T-cell surface glycoprotein CD8 alpha chain,Inverse variance weighted,4,0.9 [0.41-1.96],0.782282598814765,trans
"Chapter XV Pregnancy, childbirth and the puerperium",O15_DELIV_PERIN_LACER,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,18,0.99 [0.85-1.15],0.913323145063509,trans
