Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,9,1.37 [1.16-1.63],0.000286985166873992,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,KLK10,Kallikrein-10,Inverse variance weighted,7,1.32 [1.1-1.57],0.00229422289689604,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,KLK6,Kallikrein-6,Inverse variance weighted,3,1.56 [1.14-2.13],0.00551605195003652,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,Inverse variance weighted,10,1.2 [1.05-1.38],0.00748578155410664,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,LMOD1,Leiomodin-1,Inverse variance weighted,5,0.53 [0.33-0.86],0.00992946468344819,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,11,1.18 [1.04-1.35],0.013037648052706,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,CD7,T-cell antigen CD7,Inverse variance weighted,3,0.84 [0.73-0.96],0.013379092011274,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,HNMT,Histamine N-methyltransferase,Inverse variance weighted,12,0.87 [0.78-0.97],0.013874564490474,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,11,1.17 [1.03-1.33],0.0141464167365278,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDOVER,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,12,1.27 [1.05-1.54],0.0154738148757899,cis
