Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,11.15 [0.64-193.6],0.0977791858683508,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,DSC2,Desmocollin-2,Inverse variance weighted,9,1.51 [0.89-2.58],0.126178508935322,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,SEZ6L2,Seizure 6-like protein 2,Inverse variance weighted,5,2.1 [0.81-5.43],0.126426986228997,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,8,1.45 [0.84-2.48],0.180548752487788,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,CXCL13,C-X-C motif chemokine 13,Wald ratio,1,0.16 [0.01-2.83],0.211612384758352,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,SPON2,Spondin-2,Inverse variance weighted,4,1.47 [0.75-2.88],0.257739342678761,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.67 [0.68-4.11],0.266548190327529,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.46 [0.12-1.86],0.277563551850354,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.37 [0.75-2.49],0.307903816554751,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.74 [0.33-1.65],0.460579266366636,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,0.77 [0.38-1.58],0.481174201782242,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,1.29 [0.48-3.43],0.613384135003096,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,SPON1,Spondin-1,Inverse variance weighted,21,1.09 [0.73-1.63],0.681795146671161,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,CCL20,C-C motif chemokine 20,Inverse variance weighted,2,0.82 [0.13-5.17],0.831914056718566,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,NECTIN2,Nectin-2,Inverse variance weighted,5,1.05 [0.67-1.64],0.838022955647894,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,1.09 [0.33-3.65],0.886120106658932,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_KYPHOSIS,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.98 [0.69-1.39],0.912838030298055,cis
