Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_CHOLANGI,RNASET2,Ribonuclease T2,Inverse variance weighted,14,0.83 [0.71-0.96],0.0108494317667124,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.5 [0.98-2.29],0.0617113014850706,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CD27,CD27 antigen,Inverse variance weighted,9,0.83 [0.68-1.01],0.066128772609348,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,LGALS9,Galectin-9,Inverse variance weighted,26,0.87 [0.73-1.03],0.109316889144478,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,46,0.94 [0.86-1.02],0.130210364204341,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CD74,HLA class II histocompatibility antigen gamma chain,Wald ratio,1,3.05 [0.64-14.45],0.160176396769633,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.29 [0.87-1.91],0.200323140428056,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,HMOX2,Heme oxygenase 2,Inverse variance weighted,2,0.5 [0.17-1.51],0.218747542740413,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,2,0.76 [0.48-1.21],0.247339398610019,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,EFNA4,Ephrin-A4,Inverse variance weighted,3,1.45 [0.75-2.81],0.273049888224346,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,1.07 [0.94-1.23],0.318459726116139,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,0.86 [0.64-1.16],0.326622381861849,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,DSC2,Desmocollin-2,Inverse variance weighted,9,0.89 [0.71-1.12],0.329876864778981,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,1.16 [0.86-1.56],0.342677421560756,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.57 [0.55-4.47],0.401306090403828,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,1.2 [0.75-1.92],0.442977342403888,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,19,0.94 [0.79-1.12],0.489710551008178,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GPRC5C,G-protein coupled receptor family C group 5 member C,Wald ratio,1,0.82 [0.45-1.48],0.506703298552808,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,PALM2,Paralemmin-2,Inverse variance weighted,8,1.1 [0.83-1.44],0.513586752807017,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,0.97 [0.89-1.06],0.550890990390149,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,INHBB,Inhibin beta B chain,Inverse variance weighted,10,1.05 [0.89-1.25],0.567830083293478,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,0.93 [0.69-1.25],0.636053531609903,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,Wald ratio,1,1.19 [0.52-2.73],0.676040583393336,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,MME,Neprilysin,Inverse variance weighted,3,0.86 [0.38-1.95],0.712366889876781,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,SEL1L,Protein sel-1 homolog 1,Wald ratio,1,0.96 [0.77-1.21],0.733517423290978,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,2,1.09 [0.62-1.92],0.758683549023646,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,VAMP5,Vesicle-associated membrane protein 5,Wald ratio,1,0.8 [0.16-4.02],0.781369860753391,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",Wald ratio,1,0.93 [0.52-1.68],0.817265892788681,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,10,1.02 [0.81-1.3],0.854189427042551,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,10,1.02 [0.8-1.31],0.858424573161568,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,0.97 [0.67-1.4],0.860552536741917,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,ANPEP,Aminopeptidase N,Inverse variance weighted,23,1.01 [0.89-1.15],0.86578793541451,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,NT5E,5'-nucleotidase,Inverse variance weighted,45,0.99 [0.9-1.1],0.917640875452384,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,0.99 [0.87-1.14],0.922051847568167,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.98 [0.62-1.55],0.929296914768657,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,NECTIN2,Nectin-2,Inverse variance weighted,5,1.01 [0.83-1.23],0.929446845525645,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.98 [0.25-3.84],0.978127446208928,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,FSTL3,Follistatin-related protein 3,Inverse variance weighted,4,1.01 [0.65-1.57],0.97856936396813,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,1 [0.83-1.21],0.996682332195051,cis
Chapter XI Diseases of the digestive system,K11_CHOLANGI,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,24,1.58 [1.14-2.2],0.00626192778666664,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,ANPEP,Aminopeptidase N,Inverse variance weighted,2,4.13 [1.41-12.15],0.00993539652330206,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,LGALS9,Galectin-9,Inverse variance weighted,36,0.86 [0.73-1],0.0523184597788104,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,VAMP5,Vesicle-associated membrane protein 5,Wald ratio,1,4.68 [0.98-22.43],0.0533024010800966,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,10,1.78 [0.98-3.23],0.0596655372647902,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,DSC2,Desmocollin-2,Inverse variance weighted,16,0.84 [0.69-1.02],0.0855501029120904,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,6,1.82 [0.91-3.62],0.090030700845369,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,HMOX2,Heme oxygenase 2,Inverse variance weighted,3,2.07 [0.87-4.96],0.101221195611801,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CD27,CD27 antigen,Inverse variance weighted,9,1.48 [0.9-2.45],0.126082039229517,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,10,1.41 [0.9-2.23],0.1343676901615,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,MME,Neprilysin,Inverse variance weighted,46,1.1 [0.96-1.27],0.170080566064067,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.35 [0.87-2.11],0.182786633736824,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,RNASET2,Ribonuclease T2,Inverse variance weighted,10,1.21 [0.88-1.68],0.242496619086909,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.31 [0.04-2.31],0.25516556363729,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,EFNA4,Ephrin-A4,Inverse variance weighted,2,0.6 [0.25-1.44],0.255767022458298,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,13,1.27 [0.82-1.97],0.290470486032717,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",Inverse variance weighted,7,1.39 [0.74-2.63],0.306902138130901,trans
Chapter XI Diseases of the digestive system,K11_CHOLANGI,PALM2,Paralemmin-2,Inverse variance weighted,9,1.14 [0.87-1.49],0.336177473212171,trans
