Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,1.43 [1.13-1.81],0.0031743301129475,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,2,0.16 [0.04-0.62],0.00855135627561869,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,2.16 [1.21-3.86],0.00943904249923759,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.57 [0.37-0.87],0.00973144517260145,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,FAM3C,Protein FAM3C,Inverse variance weighted,2,25.76 [1.75-378.84],0.0178452950367036,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,2.76 [1.06-7.19],0.0376129754549806,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,1.59 [1.02-2.48],0.0419074719029004,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,MMP7,Matrilysin,Inverse variance weighted,13,0.68 [0.45-1.02],0.0652352211848716,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,FSTL3,Follistatin-related protein 3,Inverse variance weighted,4,0.43 [0.16-1.2],0.107061469079282,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.48 [0.91-2.4],0.111163152249556,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.33 [0.09-1.3],0.112642707517734,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.8 [0.61-1.05],0.113388282981981,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,2.19 [0.82-5.84],0.118313429387097,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CST3,Cystatin-C,Inverse variance weighted,10,1.63 [0.86-3.07],0.131572877058934,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,NPPB,Natriuretic peptides B,Inverse variance weighted,3,0.52 [0.22-1.22],0.131666016769414,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,0.51 [0.21-1.24],0.135958625384652,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,1.44 [0.86-2.42],0.164198544164278,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,OGN,Mimecan,Inverse variance weighted,30,0.81 [0.59-1.11],0.184745419969989,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,0.51 [0.19-1.39],0.187849120304531,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,AGRN,Agrin,Inverse variance weighted,17,0.73 [0.46-1.18],0.201818920483226,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,5,1.48 [0.8-2.76],0.212434710256834,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,12,1.43 [0.8-2.55],0.229701116268724,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,0.36 [0.06-1.97],0.23734624923459,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Wald ratio,1,11.5 [0.2-666.21],0.238417567343453,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,EFNA4,Ephrin-A4,Inverse variance weighted,3,0.42 [0.09-1.84],0.247243243297902,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,22,0.82 [0.58-1.16],0.256788825156058,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,LAYN,Layilin,Inverse variance weighted,20,1.29 [0.82-2.01],0.273121190801729,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,3,0.47 [0.12-1.88],0.282923054378267,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,1.5 [0.71-3.13],0.286440237676949,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.42 [0.72-2.81],0.310751590227654,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,PGF,Placenta growth factor,Inverse variance weighted,2,0.13 [0-6.83],0.315209015137283,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,2,1.83 [0.52-6.39],0.343290008788881,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,Wald ratio,1,2.82 [0.31-25.37],0.354150878405821,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,6,1.32 [0.72-2.41],0.362865026111312,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,SPON1,Spondin-1,Inverse variance weighted,21,0.83 [0.56-1.24],0.364710184935867,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,1.62 [0.56-4.66],0.371430492592077,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TFF2,Trefoil factor 2,Inverse variance weighted,5,0.67 [0.27-1.69],0.399245159634043,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,10,1.23 [0.75-2.03],0.407777027025152,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CD302,CD302 antigen,Inverse variance weighted,9,1.23 [0.73-2.07],0.445303674474553,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,1.64 [0.45-5.98],0.451061395308572,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,NECTIN4,Nectin-4,Inverse variance weighted,7,0.84 [0.53-1.34],0.468689843307397,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,0.42 [0.04-4.58],0.474279706506541,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.63 [0.41-6.46],0.483580334437911,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,NCS1,Neuronal calcium sensor 1,Inverse variance weighted,3,0.66 [0.21-2.1],0.484138090772403,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.43 [0.04-4.98],0.499511412451767,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,LGALS4,Galectin-4,Inverse variance weighted,4,1.47 [0.47-4.63],0.5069052408096,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,0.64 [0.17-2.46],0.519286191005854,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.4 [0.02-7.05],0.530845413236581,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,REN,Renin,Inverse variance weighted,4,1.18 [0.68-2.05],0.561821065263764,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPEROSMHNAT,CD59,CD59 glycoprotein,Inverse variance weighted,4,0.83 [0.44-1.57],0.572547799847511,cis
