Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,1.11 [0.97-1.27],0.144868134820747,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.25 [0.9-1.74],0.190790331199145,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,0.97 [0.91-1.03],0.263555296420227,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.88 [0.68-1.14],0.334706109078408,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.03 [0.96-1.11],0.338547142428271,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,8,0.93 [0.78-1.12],0.442421427271693,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,Wald ratio,1,0.96 [0.85-1.08],0.491535274901478,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TFF3,Trefoil factor 3,Inverse variance weighted,5,0.94 [0.77-1.15],0.525547739337628,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.98 [0.92-1.04],0.539779427878754,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.03 [0.9-1.18],0.647650354985734,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,NCAN,Neurocan core protein,Inverse variance weighted,3,1.04 [0.82-1.33],0.723036250271012,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,1.04 [0.81-1.33],0.752471840235733,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,1.14 [0.49-2.67],0.756955188785506,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,2,0.87 [0.31-2.44],0.788224644091446,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,ITGAV,Integrin alpha-V,Inverse variance weighted,5,1.05 [0.68-1.63],0.816502947072867,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.98 [0.77-1.23],0.844430279082632,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TFF2,Trefoil factor 2,Inverse variance weighted,5,1.02 [0.82-1.26],0.881987664415266,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,ITGA11,Integrin alpha-11,Inverse variance weighted,8,0.99 [0.88-1.12],0.928120999890389,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CA4,Carbonic anhydrase 4,Inverse variance weighted,12,1 [0.91-1.1],0.973456295098623,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,Wald ratio,1,1 [0.72-1.38],0.978161022201983,cis
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,15,0.82 [0.69-0.98],0.0255810952866754,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.87 [0.75-1.01],0.0672640829860938,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,ITGAV,Integrin alpha-V,Inverse variance weighted,10,1.31 [0.96-1.8],0.088801724272154,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.27 [0.95-1.69],0.105132877948377,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,10,1.17 [0.94-1.46],0.165491696510444,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,Inverse variance weighted,35,0.95 [0.88-1.04],0.279849224544808,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,PRL,Prolactin,Inverse variance weighted,7,1.13 [0.87-1.47],0.358424882140191,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,NCAN,Neurocan core protein,Inverse variance weighted,19,0.91 [0.74-1.13],0.40375561160737,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,0.98 [0.93-1.04],0.477497148125632,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,ITGA11,Integrin alpha-11,Inverse variance weighted,7,1.07 [0.87-1.31],0.519420319028246,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,6,1.12 [0.79-1.57],0.527791453913795,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TFF3,Trefoil factor 3,Inverse variance weighted,10,0.94 [0.79-1.13],0.531788054538307,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,5,1.13 [0.76-1.69],0.54756918481799,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,6,1.09 [0.79-1.51],0.603583915653451,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.81 [0.28-2.34],0.695875789787123,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,8,0.97 [0.78-1.21],0.768002595167336,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CA4,Carbonic anhydrase 4,Inverse variance weighted,25,0.99 [0.9-1.09],0.770120675631094,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.93 [0.59-1.48],0.774409561315597,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.01 [0.9-1.14],0.841287476801952,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,Inverse variance weighted,27,1.01 [0.86-1.18],0.929866818054181,trans
Chapter V Mental and behavioural disorders,KRA_PSY_SCHIZODEL_EXMORE,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,3,1 [0.54-1.85],0.988981318339011,trans
