Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,IPF,EPO,Erythropoietin,Inverse variance weighted,5,3.14 [1.51-6.52],0.00213472505846879,cis
Chapter X Diseases of the respiratory system,IPF,MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,5,0.65 [0.49-0.86],0.00241058024420396,cis
Chapter X Diseases of the respiratory system,IPF,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,5,0.64 [0.48-0.87],0.00434302853361364,cis
Chapter X Diseases of the respiratory system,IPF,GSN,Gelsolin,Inverse variance weighted,5,0.5 [0.3-0.82],0.00583236546779096,cis
Chapter X Diseases of the respiratory system,IPF,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,20,1.15 [1.04-1.28],0.00641028602634253,cis
Chapter X Diseases of the respiratory system,IPF,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,28,1.19 [1.03-1.36],0.0145055567520401,cis
Chapter X Diseases of the respiratory system,IPF,S100A11,Protein S100-A11,Wald ratio,1,0.58 [0.38-0.9],0.0154764658608923,cis
Chapter X Diseases of the respiratory system,IPF,CCL23,C-C motif chemokine 23,Inverse variance weighted,17,0.87 [0.78-0.98],0.0168185945700362,cis
Chapter X Diseases of the respiratory system,IPF,GM2A,Ganglioside GM2 activator,Inverse variance weighted,24,1.15 [1.02-1.29],0.0176590182876042,cis
Chapter X Diseases of the respiratory system,IPF,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,15,0.81 [0.68-0.97],0.0179845421736953,cis
Chapter X Diseases of the respiratory system,IPF,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,16,0.86 [0.76-0.98],0.0216572960042575,cis
Chapter X Diseases of the respiratory system,IPF,LCP1,Plastin-2,Inverse variance weighted,18,0.89 [0.8-0.98],0.0235720889303779,cis
Chapter X Diseases of the respiratory system,IPF,KLK4,Kallikrein-4,Inverse variance weighted,17,1.17 [1.02-1.34],0.0241012856287273,cis
Chapter X Diseases of the respiratory system,IPF,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Wald ratio,1,6.64 [1.28-34.54],0.0244418983243367,cis
Chapter X Diseases of the respiratory system,IPF,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,Wald ratio,1,0.52 [0.3-0.92],0.0249033345950264,cis
Chapter X Diseases of the respiratory system,IPF,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,Wald ratio,1,0.55 [0.33-0.93],0.0249033345950264,cis
Chapter X Diseases of the respiratory system,IPF,LYPD3,Ly6/PLAUR domain-containing protein 3,Inverse variance weighted,11,1.18 [1.02-1.37],0.0266818625025908,cis
Chapter X Diseases of the respiratory system,IPF,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,10,0.79 [0.64-0.97],0.0267131243451269,cis
Chapter X Diseases of the respiratory system,IPF,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,27,1.18 [1.02-1.37],0.0289099085287364,cis
Chapter X Diseases of the respiratory system,IPF,FABP4,"Fatty acid-binding protein, adipocyte",Wald ratio,1,0.43 [0.2-0.93],0.0321660292128724,cis
Chapter X Diseases of the respiratory system,IPF,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,8,0.76 [0.6-0.98],0.0339400293797803,cis
Chapter X Diseases of the respiratory system,IPF,DPP10,Inactive dipeptidyl peptidase 10,Inverse variance weighted,13,1.25 [1.01-1.54],0.0378880925192719,cis
Chapter X Diseases of the respiratory system,IPF,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.85 [0.73-0.99],0.0381696010422465,cis
Chapter X Diseases of the respiratory system,IPF,LYPD8,Ly6/PLAUR domain-containing protein 8,Inverse variance weighted,15,1.2 [1.01-1.42],0.0382840465399372,cis
Chapter X Diseases of the respiratory system,IPF,SIGLEC1,Sialoadhesin,Inverse variance weighted,20,1.17 [1.01-1.36],0.0385466856453659,cis
Chapter X Diseases of the respiratory system,IPF,OSMR,Oncostatin-M-specific receptor subunit beta,Inverse variance weighted,27,1.12 [1.01-1.24],0.0386833045465796,cis
Chapter X Diseases of the respiratory system,IPF,TNFSF8,Tumor necrosis factor ligand superfamily member 8,Inverse variance weighted,3,0.53 [0.28-0.98],0.0420904960095863,cis
Chapter X Diseases of the respiratory system,IPF,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.28 [1.01-1.63],0.0445698368469498,cis
Chapter X Diseases of the respiratory system,IPF,ASGR2,Asialoglycoprotein receptor 2,Inverse variance weighted,12,0.83 [0.7-1],0.044869019548907,cis
Chapter X Diseases of the respiratory system,IPF,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,30,0.88 [0.77-1],0.0476920420631034,cis
Chapter X Diseases of the respiratory system,IPF,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,10,1.4 [1-1.96],0.0482041094389741,cis
Chapter X Diseases of the respiratory system,IPF,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,2,2.25 [1-5.04],0.0497236371591359,cis
Chapter X Diseases of the respiratory system,IPF,POSTN,Periostin,Inverse variance weighted,10,1.2 [1-1.44],0.0513259217575684,cis
Chapter X Diseases of the respiratory system,IPF,SUSD2,Sushi domain-containing protein 2,Inverse variance weighted,16,1.08 [1-1.18],0.0515116132466028,cis
Chapter X Diseases of the respiratory system,IPF,NRP1,Neuropilin-1,Inverse variance weighted,12,1.24 [0.99-1.55],0.0640994482178863,cis
Chapter X Diseases of the respiratory system,IPF,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,6,1.47 [0.98-2.2],0.0641090705623686,cis
