Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,F5_DEMINOTH,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,19,0.86 [0.77-0.97],0.0110185547328625,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,CLEC10A,C-type lectin domain family 10 member A,Inverse variance weighted,18,1.16 [1.01-1.32],0.0340814923056982,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,4,1.81 [0.83-3.96],0.135012793669857,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,SCG2,Secretogranin-2,Wald ratio,1,0.36 [0.06-2.1],0.257922933355554,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,BAG3,BAG family molecular chaperone regulator 3,Inverse variance weighted,2,1.57 [0.59-4.21],0.366075836580862,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,ITGB2,Integrin beta-2,Inverse variance weighted,4,0.85 [0.54-1.36],0.507582419562368,cis
Chapter V Mental and behavioural disorders,F5_DEMINOTH,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,14,1.66 [1.15-2.4],0.0070821549664818,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,0.38 [0.15-0.96],0.0396669929646553,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,CLEC10A,C-type lectin domain family 10 member A,Inverse variance weighted,17,0.89 [0.67-1.18],0.407354917028064,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,ITGB2,Integrin beta-2,Inverse variance weighted,20,1.07 [0.8-1.43],0.641763617045519,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,14,0.91 [0.49-1.7],0.776833139975766,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,SCG2,Secretogranin-2,Inverse variance weighted,2,0.86 [0.28-2.63],0.79642696554931,trans
Chapter V Mental and behavioural disorders,F5_DEMINOTH,BAG3,BAG family molecular chaperone regulator 3,Inverse variance weighted,3,1.07 [0.51-2.26],0.850055029219056,trans
