Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.13 [1.06-1.21],0.0001821378329776
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",OXT,Oxytocin-neurophysin 1,Inverse variance weighted,33,1.15 [1.05-1.26],0.0017047203234067
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,6,1.99 [1.16-3.42],0.0130554309056421
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",VIT,Vitrin,Inverse variance weighted,38,1.07 [1.00-1.14],0.0446221314948403
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",MUC13,Mucin-13,Inverse variance weighted,13,1.24 [1.05-1.46],0.0131360788547947
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",FCRLB,Fc receptor-like B,Inverse variance weighted,65,0.93 [0.89-0.98],0.0089334997927063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CCL4,C-C motif chemokine 4,Inverse variance weighted,38,1.14 [1.06-1.23],0.0003846053029056
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CNTN1,Contactin-1,Inverse variance weighted,45,0.91 [0.84-1.00],0.0497662226421745
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",PAM,Peptidyl-glycine alpha-amidating monooxygenase,Inverse variance weighted,44,1.07 [1.01-1.14],0.0132748725719826
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CALCA,Calcitonin,Inverse variance weighted,17,0.79 [0.65-0.95],0.0141906645735634
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,0.89 [0.81-0.99],0.0320102668761577
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",EFNA1,Ephrin-A1,Inverse variance weighted,15,1.25 [1.13-1.40],2.73371732822485e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,16,0.91 [0.83-1.00],0.049810147420477
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,1.13 [1.03-1.23],0.0105924892759248
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CCL27,C-C motif chemokine 27,Inverse variance weighted,12,1.24 [1.07-1.44],0.0037882208158608
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",MME,Neprilysin,Inverse variance weighted,49,1.12 [1.01-1.24],0.0326455893176448
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",IGFBP6,Insulin-like growth factor-binding protein 6,Inverse variance weighted,6,1.66 [1.21-2.28],0.0018154380134581
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.06 [1.01-1.10],0.0117924663642917
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.69 [0.49-0.98],0.0361598107684601
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",SPINK2,Serine protease inhibitor Kazal-type 2,Inverse variance weighted,34,1.09 [1.00-1.18],0.0411318676320165
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,0.83 [0.74-0.94],0.0031646060965032
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.84 [0.75-0.93],0.0009514021816113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.12 [1.02-1.23],0.0159633686931113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",PSAPL1,Proactivator polypeptide-like 1,Inverse variance weighted,69,1.06 [1.00-1.13],0.04487761271844
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",SERPINA5,Plasma serine protease inhibitor,Inverse variance weighted,19,1.18 [1.07-1.30],0.0011430682863609
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CHRDL2,Chordin-like protein 2,Inverse variance weighted,17,1.27 [1.07-1.50],0.0066123668130117
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,1.09 [1.02-1.16],0.0163782737127203
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",PTGR1,Prostaglandin reductase 1,Inverse variance weighted,18,1.09 [1.01-1.18],0.0257942141557418
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",INSL5,Insulin-like peptide INSL5,Inverse variance weighted,11,0.77 [0.66-0.91],0.0020194882424366
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",LY6D,Lymphocyte antigen 6D,Inverse variance weighted,31,1.11 [1.00-1.22],0.0469941624181096
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",CAPG,Macrophage-capping protein,Inverse variance weighted,34,0.93 [0.87-1.00],0.0432735457345715
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ITGA5,Integrin alpha-5,Inverse variance weighted,19,0.79 [0.66-0.94],0.0077276767403057
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",HSDL2,Hydroxysteroid dehydrogenase-like protein 2,Inverse variance weighted,29,1.09 [1.01-1.19],0.0361210614449356
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",FGF5,Fibroblast growth factor 5,Inverse variance weighted,43,0.94 [0.87-1.00],0.0479096717860049
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",PKD2,Polycystin-2,Inverse variance weighted,5,0.32 [0.11-0.96],0.0429022523744934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",IL6,Interleukin-6,Inverse variance weighted,6,1.22 [1.03-1.44],0.0222562011917175
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.16 [1.04-1.31],0.0093156344001876
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.85 [0.75-0.96],0.0102937151167506
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",MYL3,Myosin light chain 3,Inverse variance weighted,13,0.79 [0.63-0.98],0.0332166144887019
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",GKN1,Gastrokine-1,Inverse variance weighted,3,0.64 [0.42-0.97],0.0370771490378059
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",LMNB2,Lamin-B2,Inverse variance weighted,9,0.73 [0.55-0.98],0.0342863192830201
