Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,1.74 [1.15-2.63],0.0088629599703956
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,Inverse variance weighted,48,0.83 [0.72-0.96],0.0141353053415633
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,SERPINB8,Serpin B8,Inverse variance weighted,29,0.89 [0.81-0.97],0.0064812591016058
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,PRELP,Prolargin,Inverse variance weighted,14,1.25 [1.01-1.55],0.037148020422504
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,17,0.68 [0.49-0.94],0.0200954976343003
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,76,1.06 [1.00-1.13],0.0464619008133019
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",Inverse variance weighted,17,1.27 [1.03-1.57],0.0279247424764552
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,PVR,Poliovirus receptor,Inverse variance weighted,32,0.90 [0.81-0.99],0.0350015600503342
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,MMP8,Neutrophil collagenase,Inverse variance weighted,25,0.79 [0.69-0.90],0.0006645404100716
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,1.47 [1.21-1.79],0.0001086947189035
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,HEPH,Hephaestin,Inverse variance weighted,6,0.59 [0.42-0.82],0.0019097237531223
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,STC2,Stanniocalcin-2,Inverse variance weighted,12,0.63 [0.42-0.95],0.0258820492362868
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,1.23 [1.05-1.44],0.0085322339783086
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,1.15 [1.00-1.31],0.0442546452129766
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,PYDC1,Pyrin domain-containing protein 1,Inverse variance weighted,72,0.90 [0.81-1.00],0.0454649273933073
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,SLURP1,Secreted Ly-6/uPAR-related protein 1,Inverse variance weighted,24,0.83 [0.70-0.98],0.0309402349988792
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,1.77 [1.19-2.65],0.0050926400526263
