Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,IL18,Interleukin-18,Inverse variance weighted,42,0.76 [0.60-0.97],0.0278168191297799
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,0.79 [0.63-0.99],0.0429241124478427
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,LECT2,Leukocyte cell-derived chemotaxin-2,Inverse variance weighted,53,0.82 [0.68-0.98],0.0324850843055316
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,18,0.63 [0.43-0.93],0.0194605077276754
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,5,5.45 [1.59-18.63],0.0069066943656676
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CDH2,Cadherin-2,Inverse variance weighted,21,1.98 [1.09-3.58],0.024753113288539
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,25,2.08 [1.21-3.57],0.0082225260773281
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SPON2,Spondin-2,Inverse variance weighted,8,1.94 [1.02-3.68],0.0430778565630224
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.63 [1.12-2.37],0.0105208325204053
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,ANGPTL7,Angiopoietin-related protein 7,Inverse variance weighted,20,0.64 [0.46-0.91],0.0117433258855653
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,0.42 [0.19-0.91],0.0287704853823563
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,PRSS22,Brain-specific serine protease 4,Inverse variance weighted,11,1.66 [1.13-2.45],0.010192884210194
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,PAM,Peptidyl-glycine alpha-amidating monooxygenase,Inverse variance weighted,44,0.84 [0.70-1.00],0.0476359838796969
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CCL23,C-C motif chemokine 23,Inverse variance weighted,23,1.30 [1.00-1.69],0.0487683971431016
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,FAM20A,Pseudokinase FAM20A,Inverse variance weighted,21,1.51 [1.06-2.14],0.022658259893093
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,DSC2,Desmocollin-2,Inverse variance weighted,16,1.60 [1.09-2.34],0.0154417917541788
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,20,0.61 [0.42-0.90],0.0115545329837718
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.78 [0.60-1.00],0.0482226728926258
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.58 [1.22-2.06],0.0005791728020598
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,NPPB,Natriuretic peptides B,Inverse variance weighted,3,0.49 [0.25-0.99],0.048191307263842
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.49 [1.10-2.02],0.0098844301166144
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,ENAH,Protein enabled homolog,Inverse variance weighted,2,0.18 [0.06-0.53],0.0017020925542846
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,1.43 [1.12-1.82],0.0044863555169473
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.25 [0.11-0.59],0.0013160094971817
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,SLITRK6,SLIT and NTRK-like protein 6,Inverse variance weighted,29,1.35 [1.03-1.76],0.028866209647589
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,ITGAV,Integrin alpha-V,Inverse variance weighted,14,2.08 [1.10-3.96],0.0247957459687082
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,RNASE6,Ribonuclease K6,Inverse variance weighted,20,0.60 [0.43-0.83],0.0023449775809572
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,REG1B,Lithostathine-1-beta,Inverse variance weighted,26,1.39 [1.05-1.85],0.0236517928111121
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,LMNB2,Lamin-B2,Inverse variance weighted,9,3.23 [1.39-7.50],0.0062855472891152
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,ROBO1,Roundabout homolog 1,Inverse variance weighted,25,1.78 [1.18-2.68],0.0059146147381684
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,38,1.28 [1.06-1.55],0.0112589674250771
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CCL3,C-C motif chemokine 3,Inverse variance weighted,15,0.64 [0.45-0.92],0.0158823240633219
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,16,2.08 [1.20-3.61],0.0092404243798378
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CST7,Cystatin-F,Inverse variance weighted,81,1.28 [1.09-1.51],0.0032884468365805
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,EGFL7,Epidermal growth factor-like protein 7,Inverse variance weighted,30,1.56 [1.10-2.22],0.0121348273369902
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.39 [0.17-0.89],0.0250240863417618
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,0.47 [0.23-0.96],0.0387544851912914
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,C7,Complement component C7,Inverse variance weighted,60,1.18 [1.03-1.35],0.0148218183437049
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,MME,Neprilysin,Inverse variance weighted,49,1.37 [1.06-1.78],0.0163509279532345
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,NFASC,Neurofascin,Inverse variance weighted,19,0.65 [0.47-0.90],0.0095846577357744
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,IL12B,Interleukin-12 subunit beta,Inverse variance weighted,63,1.24 [1.02-1.51],0.0302190229401236
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,OMG,Oligodendrocyte-myelin glycoprotein,Inverse variance weighted,15,0.50 [0.27-0.93],0.0293799205381122
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,PALM2,Paralemmin-2,Inverse variance weighted,9,1.71 [1.03-2.85],0.0387448621796997
"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,0.72 [0.54-0.94],0.0183210325167536
