Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PLSCR3,Phospholipid scramblase 3,Wald ratio,1,0.88 [0.77-1.00],0.0492289890038661
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,GRN,Progranulin,Inverse variance weighted,46,1.09 [1.06-1.13],3.71336997799023e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,FGF5,Fibroblast growth factor 5,Inverse variance weighted,43,1.02 [1.00-1.05],0.0437374097821064
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,MPI,Mannose-6-phosphate isomerase,Inverse variance weighted,8,1.06 [1.01-1.11],0.0301601964416433
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,76,0.99 [0.98-1.00],0.0230372823405771
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,HYAL1,Hyaluronidase-1,Inverse variance weighted,23,1.04 [1.00-1.08],0.0253803736016028
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,CXCL11,C-X-C motif chemokine 11,Inverse variance weighted,16,1.05 [1.00-1.10],0.0401223206163767
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.96 [0.94-0.99],0.0064225232399601
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,LCN2,Neutrophil gelatinase-associated lipocalin,Inverse variance weighted,21,0.93 [0.87-1.00],0.0485983925114957
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,1.04 [1.01-1.08],0.0176190162451587
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PEBP1,Phosphatidylethanolamine-binding protein 1,Inverse variance weighted,3,0.86 [0.75-1.00],0.0432130553876977
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,NOS1,"Nitric oxide synthase, brain",Inverse variance weighted,3,0.92 [0.85-0.99],0.0285452327799906
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,CST7,Cystatin-F,Inverse variance weighted,81,0.98 [0.96-1.00],0.0277484498325527
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,1.45 [1.04-2.02],0.027347102329743
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,F2R,Proteinase-activated receptor 1,Inverse variance weighted,8,1.12 [1.03-1.23],0.0111648738575589
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,MYH9,Myosin-9,Inverse variance weighted,3,0.82 [0.70-0.96],0.0125768167375477
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PLA2G7,Platelet-activating factor acetylhydrolase,Inverse variance weighted,21,1.54 [1.23-1.93],0.000137990695587
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PSIP1,PC4 and SFRS1-interacting protein,Wald ratio,1,0.70 [0.50-0.98],0.0359208777324494
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PDCD5,Programmed cell death protein 5,Inverse variance weighted,14,0.96 [0.92-1.00],0.0338199967137336
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,ANXA10,Annexin A10,Wald ratio,1,1.45 [1.11-1.89],0.0064424643710772
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,THOP1,Thimet oligopeptidase,Inverse variance weighted,4,1.06 [1.00-1.11],0.0325978429742443
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.94 [0.88-0.99],0.0287032886349939
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,Inverse variance weighted,29,1.03 [1.00-1.06],0.0320404358666576
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,GPKOW,G-patch domain and KOW motifs-containing protein,Inverse variance weighted,2,1.29 [1.06-1.58],0.0113668272964418
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,KITLG,Kit ligand,Inverse variance weighted,31,1.10 [1.03-1.17],0.0058385879212196
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,SEMA3G,Semaphorin-3G,Inverse variance weighted,66,1.04 [1.01-1.07],0.003966378601694
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PRSS2,Trypsin-2,Inverse variance weighted,22,0.93 [0.87-1.00],0.0438431432756795
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PARP1,Poly [ADP-ribose] polymerase 1,Wald ratio,1,0.85 [0.77-0.93],0.0005346596308962
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,AGRN,Agrin,Inverse variance weighted,31,0.96 [0.92-1.00],0.0449968397905877
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,SERPIND1,Heparin cofactor 2,Inverse variance weighted,35,0.91 [0.85-0.98],0.0117976574374473
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,CPE,Carboxypeptidase E,Inverse variance weighted,16,0.92 [0.88-0.96],0.0003646268436174
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,SLMAP,Sarcolemmal membrane-associated protein,Wald ratio,1,0.70 [0.53-0.94],0.016144205866506
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.33 [1.20-1.48],1.28956534097005e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,17,0.93 [0.87-0.98],0.0134803776741387
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Inverse variance weighted,7,0.86 [0.76-0.97],0.0121030189823353
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,19,1.05 [1.01-1.10],0.0174239560615998
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,0.93 [0.88-0.99],0.020618848731691
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,GFER,FAD-linked sulfhydryl oxidase ALR,Wald ratio,1,1.26 [1.05-1.50],0.0108458759571938
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,Inverse variance weighted,3,1.11 [1.03-1.19],0.0036331820109107
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,Inverse variance weighted,35,0.98 [0.97-1.00],0.0438524753777095
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.98 [0.96-1.00],0.0292255746353451
"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,KHK,Ketohexokinase,Inverse variance weighted,26,1.06 [1.02-1.10],0.0008862934637119
