Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PALM2,Paralemmin-2,Inverse variance weighted,9,0.87 [0.78-0.96],0.0075399108835291
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.17 [1.08-1.28],0.0002420176296211
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CCL3,C-C motif chemokine 3,Inverse variance weighted,15,1.10 [1.02-1.18],0.015923372168969
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.33 [1.06-1.65],0.0117732058575764
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,0.90 [0.84-0.96],0.0019873489818535
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.24 [1.01-1.51],0.036901706202747
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,1.07 [1.00-1.14],0.0464525500724822
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.50 [1.01-2.22],0.0434269404499764
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PRSS8,Prostasin,Inverse variance weighted,19,1.11 [1.00-1.23],0.0465985547469554
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.05 [1.01-1.10],0.0079787562758159
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SCT,Secretin,Inverse variance weighted,5,1.41 [1.09-1.82],0.0090177674417394
