Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Bronchiectasis,LONP1,"Lon protease homolog, mitochondrial",Inverse variance weighted,3,0.72 [0.52-0.99],0.0419096609085078
Chapter X Diseases of the respiratory system,Bronchiectasis,ZBTB17,Zinc finger and BTB domain-containing protein 17,Inverse variance weighted,2,0.41 [0.20-0.83],0.0129756495281558
Chapter X Diseases of the respiratory system,Bronchiectasis,LGALS4,Galectin-4,Inverse variance weighted,19,1.22 [1.06-1.42],0.0074518383169542
Chapter X Diseases of the respiratory system,Bronchiectasis,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.79 [0.66-0.94],0.0083006625157522
Chapter X Diseases of the respiratory system,Bronchiectasis,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,41,0.90 [0.83-0.97],0.0059642633491249
Chapter X Diseases of the respiratory system,Bronchiectasis,CD40,Tumor necrosis factor receptor superfamily member 5,Inverse variance weighted,11,0.84 [0.72-0.99],0.0398107033790963
Chapter X Diseases of the respiratory system,Bronchiectasis,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.40 [1.09-1.80],0.0078579284875871
Chapter X Diseases of the respiratory system,Bronchiectasis,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.14 [1.03-1.27],0.0150082567853329
Chapter X Diseases of the respiratory system,Bronchiectasis,SELE,E-selectin,Inverse variance weighted,24,1.26 [1.13-1.40],3.48693966461534e-05
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL18,C-C motif chemokine 18,Inverse variance weighted,19,1.19 [1.08-1.32],0.0008208700097261
Chapter X Diseases of the respiratory system,Bronchiectasis,SMPD1,Sphingomyelin phosphodiesterase,Inverse variance weighted,34,0.85 [0.74-0.98],0.0273509141955543
Chapter X Diseases of the respiratory system,Bronchiectasis,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,1.32 [1.05-1.65],0.0158996546623616
Chapter X Diseases of the respiratory system,Bronchiectasis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,28,1.21 [1.05-1.40],0.0106427786481097
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL7,C-C motif chemokine 7,Inverse variance weighted,14,0.74 [0.57-0.96],0.0241559749679591
Chapter X Diseases of the respiratory system,Bronchiectasis,CD59,CD59 glycoprotein,Inverse variance weighted,8,0.77 [0.62-0.97],0.0273817227256975
Chapter X Diseases of the respiratory system,Bronchiectasis,NECTIN2,Nectin-2,Inverse variance weighted,8,0.82 [0.68-0.99],0.0387975322951798
Chapter X Diseases of the respiratory system,Bronchiectasis,TNC,Tenascin,Inverse variance weighted,57,1.14 [1.04-1.25],0.0065108252983621
Chapter X Diseases of the respiratory system,Bronchiectasis,PDCD1,Programmed cell death protein 1,Inverse variance weighted,24,0.82 [0.67-0.99],0.039647713894645
