Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Conduction disorders,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,0.65 [0.48-0.89],0.0065994289470419
Chapter IX Diseases of the circulatory system,Conduction disorders,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,0.96 [0.92-0.99],0.0265865775801551
Chapter IX Diseases of the circulatory system,Conduction disorders,CD276,CD276 antigen,Inverse variance weighted,47,0.95 [0.90-0.99],0.0173388808980513
Chapter IX Diseases of the circulatory system,Conduction disorders,MDK,Midkine,Inverse variance weighted,19,1.13 [1.01-1.28],0.037561803489374
Chapter IX Diseases of the circulatory system,Conduction disorders,THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,10,0.93 [0.87-0.99],0.0190202740581696
Chapter IX Diseases of the circulatory system,Conduction disorders,PENK,Proenkephalin-A,Inverse variance weighted,21,1.09 [1.01-1.18],0.026864918825439
Chapter IX Diseases of the circulatory system,Conduction disorders,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.86 [0.79-0.94],0.00048981479629
Chapter IX Diseases of the circulatory system,Conduction disorders,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,0.77 [0.61-0.97],0.0289409660300858
Chapter IX Diseases of the circulatory system,Conduction disorders,VEGFA,Vascular endothelial growth factor A,Inverse variance weighted,45,1.05 [1.00-1.09],0.0302770024048036
Chapter IX Diseases of the circulatory system,Conduction disorders,HIP1R,Huntingtin-interacting protein 1-related protein,Inverse variance weighted,2,0.79 [0.62-1.00],0.0482491903866252
Chapter IX Diseases of the circulatory system,Conduction disorders,C7,Complement component C7,Inverse variance weighted,60,1.04 [1.01-1.07],0.0185418299392058
Chapter IX Diseases of the circulatory system,Conduction disorders,INSL4,Early placenta insulin-like peptide,Inverse variance weighted,6,0.86 [0.75-0.99],0.0356900500386106
Chapter IX Diseases of the circulatory system,Conduction disorders,NELL1,Protein kinase C-binding protein NELL1,Inverse variance weighted,42,1.06 [1.01-1.11],0.0280752936200733
Chapter IX Diseases of the circulatory system,Conduction disorders,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,0.80 [0.67-0.96],0.0171516908368686
Chapter IX Diseases of the circulatory system,Conduction disorders,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.90 [0.82-0.99],0.030521061133773
Chapter IX Diseases of the circulatory system,Conduction disorders,CCDC80,Coiled-coil domain-containing protein 80,Inverse variance weighted,13,0.85 [0.73-0.99],0.0380397030405749
Chapter IX Diseases of the circulatory system,Conduction disorders,FLT1,Vascular endothelial growth factor receptor 1,Inverse variance weighted,16,0.92 [0.84-0.99],0.0360591084415831
Chapter IX Diseases of the circulatory system,Conduction disorders,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,0.44 [0.21-0.89],0.0229877268512554
Chapter IX Diseases of the circulatory system,Conduction disorders,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,0.92 [0.85-1.00],0.0471754977398842
Chapter IX Diseases of the circulatory system,Conduction disorders,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,0.92 [0.86-0.98],0.0100762089960563
Chapter IX Diseases of the circulatory system,Conduction disorders,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.07 [1.01-1.13],0.0184031940922493
Chapter IX Diseases of the circulatory system,Conduction disorders,WNT9A,Protein Wnt-9a,Inverse variance weighted,7,1.40 [1.16-1.69],0.0004071706021863
Chapter IX Diseases of the circulatory system,Conduction disorders,FCRLB,Fc receptor-like B,Inverse variance weighted,65,1.05 [1.01-1.09],0.0248990364512728
Chapter IX Diseases of the circulatory system,Conduction disorders,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,0.90 [0.82-0.99],0.0284474630116461
Chapter IX Diseases of the circulatory system,Conduction disorders,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,6,0.73 [0.57-0.93],0.0105510829456133
Chapter IX Diseases of the circulatory system,Conduction disorders,RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.75 [0.59-0.96],0.0219958013613644
Chapter IX Diseases of the circulatory system,Conduction disorders,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,0.68 [0.53-0.88],0.0029765736764751
Chapter IX Diseases of the circulatory system,Conduction disorders,TCN2,Transcobalamin-2,Inverse variance weighted,66,1.04 [1.01-1.08],0.0195051561316338
Chapter IX Diseases of the circulatory system,Conduction disorders,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.89 [0.81-0.99],0.0308743001273359
Chapter IX Diseases of the circulatory system,Conduction disorders,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,0.86 [0.76-0.99],0.029297936686604
