Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23574.Phospholipids in Small HDL,APOA1,Apolipoprotein A-I,38013,0.0969718763318545,0.0023828300341903,0.0923015294648415,0.101642223198867,0
NMR metabolomics,X23574.Phospholipids in Small HDL,CD99L2,CD99 antigen-like protein 2,40332,0.091051706822765,0.0020476782605336,0.0870382574321191,0.0950651562134108,0
NMR metabolomics,X23574.Phospholipids in Small HDL,ERBB3,Receptor tyrosine-protein kinase erbB-3,40311,0.0718990760472936,0.00163528907127751,0.0686939094675897,0.0751042426269976,0
NMR metabolomics,X23574.Phospholipids in Small HDL,F10,Coagulation factor X,37987,0.0928670400653071,0.00223683846802671,0.0884828366679748,0.0972512434626395,0
NMR metabolomics,X23574.Phospholipids in Small HDL,F7,Coagulation factor VII,40376,0.12035018280883,0.0025667126714281,0.115319425972831,0.125380939644829,0
NMR metabolomics,X23574.Phospholipids in Small HDL,IGSF9,Protein turtle homolog A,37990,0.329067697903682,0.00669358986467534,0.315948261768918,0.342187134038445,0
NMR metabolomics,X23574.Phospholipids in Small HDL,LAMP2,Lysosome-associated membrane glycoprotein 2,39887,0.063691486815477,0.00161139745246979,0.0605331478086362,0.0668498258223178,0
NMR metabolomics,X23574.Phospholipids in Small HDL,LCAT,Phosphatidylcholine-sterol acyltransferase,37987,0.0831976406945429,0.00190413417642427,0.0794655377087514,0.0869297436803345,0
NMR metabolomics,X23574.Phospholipids in Small HDL,LDLR,Low-density lipoprotein receptor,40356,0.203205702964781,0.00451113609269333,0.194363876223102,0.21204752970646,0
NMR metabolomics,X23574.Phospholipids in Small HDL,MAMDC4,Apical endosomal glycoprotein,37900,0.259201927256837,0.00446545323693532,0.250449638912443,0.26795421560123,0
NMR metabolomics,X23574.Phospholipids in Small HDL,MEGF9,Multiple epidermal growth factor-like domains protein 9,40490,0.0831830144892254,0.00180134916385737,0.0796523701280649,0.0867136588503858,0
