Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,ZNF75D,Zinc finger protein 75D,43391,0.212466206690254,0.0604358278818681,0.0940119840417923,0.330920429338715,0.000439841204780725
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,43553,0.0922896084109676,0.030520964229593,0.0324685185209653,0.15211069830097,0.00249944156957554
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CCL28,C-C motif chemokine 28,46451,0.174750442639707,0.0589394675130819,0.0592290863140667,0.290271798965348,0.00303092465895306
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CASP1,Caspase-1,46025,-0.192493021125753,0.0675674046205051,-0.324925134181943,-0.0600609080695627,0.00439116822025562
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",43207,-0.078282330355127,0.0277533354097349,-0.132678867758207,-0.0238857929520466,0.00479773970606964
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,NPY,Pro-neuropeptide Y,46778,0.182546324593379,0.0647388901708108,0.0556580998585896,0.309434549328168,0.00481061000147121
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CCN1,CCN family member 1,46448,0.214495972430498,0.076929853306169,0.063713459950407,0.365278484910589,0.00530469831665438
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,SHH,Sonic hedgehog protein,43207,-0.118643064977907,0.0429077156411643,-0.202742187634589,-0.0345439423212245,0.00569652639442102
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CCL23,C-C motif chemokine 23,46695,0.110388757349529,0.0400726397281707,0.0318463834823149,0.188931131216744,0.00587907784396093
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,CNTN2,Contactin-2,46778,0.119599098325869,0.043549479585431,0.0342421183384247,0.204956078313314,0.00603234298956928
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,SORCS2,VPS10 domain-containing receptor SorCS2,46059,0.0937698919826173,0.0347266622988088,0.0257056338769521,0.161834150088282,0.00693460194013851
Health and medical history,X20111#11.Illnesses of siblings_Parkinson's disease,MTUS1,Microtubule-associated tumor suppressor 1,43391,-0.145779335963666,0.0544628354493706,-0.252526493444433,-0.0390321784828997,0.00744206448138845
