Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Neurological diseases,ACE2,Angiotensin-converting enzyme 2,24748,1432,1.39 [1.28-1.50],4.424671681250517e-16
Chapter VI Diseases of the nervous system,Neurological diseases,ADA2,Adenosine deaminase 2,25010,1453,1.42 [1.27-1.59],6.348467633054123e-10
Chapter VI Diseases of the nervous system,Neurological diseases,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,25263,1466,0.72 [0.65-0.80],8.906214170907323e-10
Chapter VI Diseases of the nervous system,Neurological diseases,AGRN,Agrin,25292,1460,1.60 [1.40-1.83],9.585641281590676e-12
Chapter VI Diseases of the nervous system,Neurological diseases,AMBP,Protein AMBP,25396,1475,2.66 [2.10-3.39],1.2476105447079638e-15
Chapter VI Diseases of the nervous system,Neurological diseases,ANGPT2,Angiopoietin-2,25432,1475,1.50 [1.33-1.69],1.369067382086866e-11
Chapter VI Diseases of the nervous system,Neurological diseases,BCAN,Brevican core protein,25009,1439,0.64 [0.56-0.74],3.8054929715318537e-10
Chapter VI Diseases of the nervous system,Neurological diseases,BST2,Bone marrow stromal antigen 2,25435,1465,1.34 [1.24-1.45],6.449377587654565e-14
Chapter VI Diseases of the nervous system,Neurological diseases,BTN2A1,Butyrophilin subfamily 2 member A1,25292,1460,1.86 [1.55-2.23],3.0744295207231045e-11
Chapter VI Diseases of the nervous system,Neurological diseases,CA14,Carbonic anhydrase 14,25432,1475,0.60 [0.52-0.68],2.7328166221322377e-15
Chapter VI Diseases of the nervous system,Neurological diseases,CCN3,CCN family member 3,25452,1475,1.57 [1.37-1.79],6.433073953781609e-11
Chapter VI Diseases of the nervous system,Neurological diseases,CD14,Monocyte differentiation antigen CD14,24621,1436,1.48 [1.32-1.66],1.453884002151353e-11
Chapter VI Diseases of the nervous system,Neurological diseases,CD276,CD276 antigen,25160,1452,1.82 [1.59-2.09],2.4097863424500616e-17
Chapter VI Diseases of the nervous system,Neurological diseases,CD302,CD302 antigen,25087,1455,1.90 [1.63-2.21],1.240297422186453e-16
Chapter VI Diseases of the nervous system,Neurological diseases,CD80,T-lymphocyte activation antigen CD80,21914,1297,1.72 [1.48-2.00],1.0380611542178398e-12
Chapter VI Diseases of the nervous system,Neurological diseases,CD83,CD83 antigen,25177,1458,1.76 [1.54-2.02],2.0034496601500868e-16
Chapter VI Diseases of the nervous system,Neurological diseases,CDCP1,CUB domain-containing protein 1,25009,1439,1.32 [1.21-1.44],5.132521717266499e-10
Chapter VI Diseases of the nervous system,Neurological diseases,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",21852,1293,1.57 [1.39-1.77],1.290225205868455e-13
Chapter VI Diseases of the nervous system,Neurological diseases,CHGA,Chromogranin-A,21902,1302,1.37 [1.29-1.45],7.307808809592077e-27
Chapter VI Diseases of the nervous system,Neurological diseases,CKAP4,Cytoskeleton-associated protein 4,25362,1479,1.71 [1.44-2.03],6.876514964981996e-10
Chapter VI Diseases of the nervous system,Neurological diseases,CLEC4A,C-type lectin domain family 4 member A,25177,1458,0.64 [0.56-0.73],8.60091456305285e-12
Chapter VI Diseases of the nervous system,Neurological diseases,COL6A3,Collagen alpha-3(VI) chain,25495,1477,1.71 [1.49-1.96],1.2960743442006251e-14
Chapter VI Diseases of the nervous system,Neurological diseases,CPM,Carboxypeptidase M,25329,1464,1.84 [1.62-2.10],5.681035872368354e-21
Chapter VI Diseases of the nervous system,Neurological diseases,CSF1,Macrophage colony-stimulating factor 1,25292,1460,1.88 [1.58-2.23],4.77984977105627e-13
Chapter VI Diseases of the nervous system,Neurological diseases,CXCL13,C-X-C motif chemokine 13,25435,1465,1.29 [1.21-1.38],3.1664006158432e-14
Chapter VI Diseases of the nervous system,Neurological diseases,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",25263,1466,1.55 [1.35-1.77],1.9130624899978207e-10
Chapter VI Diseases of the nervous system,Neurological diseases,EDA2R,Tumor necrosis factor receptor superfamily member 27,25432,1475,1.90 [1.67-2.15],4.8552247130534434e-23
Chapter VI Diseases of the nervous system,Neurological diseases,EFNA1,Ephrin-A1,25137,1445,1.79 [1.51-2.13],3.282763673573501e-11
Chapter VI Diseases of the nervous system,Neurological diseases,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,25292,1460,0.71 [0.65-0.78],1.4928843572029465e-13
Chapter VI Diseases of the nervous system,Neurological diseases,EPHA2,Ephrin type-A receptor 2,24293,1416,1.93 [1.66-2.25],1.0018905008753497e-17
Chapter VI Diseases of the nervous system,Neurological diseases,FABP4,"Fatty acid-binding protein, adipocyte",25495,1477,1.36 [1.25-1.48],1.6968844970807042e-12
