Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,DCTPP1,dCTP pyrophosphatase 1,Inverse variance weighted,6,0.90 [0.64-1.25],0.521534752876279
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,AGR3,Anterior gradient protein 3,Inverse variance weighted,5,0.92 [0.61-1.38],0.692717110985496
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.07 [0.99-1.15],0.101790129339624
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,OSCAR,Osteoclast-associated immunoglobulin-like receptor,Inverse variance weighted,31,1.00 [0.95-1.06],0.866270234874692
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,CCL27,C-C motif chemokine 27,Inverse variance weighted,12,1.04 [0.90-1.19],0.617950162568097
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,IL22,Interleukin-22,Inverse variance weighted,5,1.00 [0.72-1.39],0.989305580905228
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,DKK4,Dickkopf-related protein 4,Inverse variance weighted,18,1.00 [0.85-1.17],0.989041201938468
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,CNTN1,Contactin-1,Inverse variance weighted,45,0.92 [0.85-0.99],0.0338934659509125
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,0.98 [0.83-1.16],0.826534667194646
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,AREG,Amphiregulin,Inverse variance weighted,7,0.98 [0.82-1.16],0.809624440668259
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,17,0.97 [0.89-1.06],0.552970753396806
