Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.02 [0.68-1.53],0.933524222391262
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,LMOD1,Leiomodin-1,Inverse variance weighted,6,1.01 [0.74-1.37],0.956469130528624
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,0.95 [0.83-1.09],0.478716388920995
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,BSG,Basigin,Inverse variance weighted,8,1.22 [0.86-1.73],0.268717416573318
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.89 [0.75-1.06],0.199385525599989
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,20,1.24 [1.02-1.50],0.0281744200095587
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.90 [0.80-1.02],0.100371979541141
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,DEFA1_DEFA1B,Neutrophil defensin 1,Inverse variance weighted,31,1.05 [0.85-1.29],0.633463974909791
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.65 [0.93-2.93],0.0866582261536463
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,1.81 [0.81-4.04],0.149543938222265
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,MMP3,Stromelysin-1,Inverse variance weighted,35,1.06 [0.91-1.23],0.459342685175608
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.81 [0.69-0.96],0.0152531110754792
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,1.13 [0.84-1.51],0.418792296227249
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,1.11 [0.80-1.55],0.523455274399037
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,0.76 [0.53-1.09],0.131190104117889
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,PROS1,Vitamin K-dependent protein S,Inverse variance weighted,23,0.87 [0.66-1.14],0.301914238168248
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.12 [0.90-1.40],0.312389462906154
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,OCLN,Occludin,Inverse variance weighted,3,0.93 [0.53-1.65],0.813691951397474
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,RNASE6,Ribonuclease K6,Inverse variance weighted,20,1.13 [0.98-1.31],0.0857671206871013
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.96 [0.75-1.24],0.756787295186314
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.12 [0.79-1.58],0.511465213815074
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,DSC2,Desmocollin-2,Inverse variance weighted,16,0.88 [0.72-1.07],0.208195437730289
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,PGF,Placenta growth factor,Inverse variance weighted,8,0.79 [0.46-1.36],0.390854257904038
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.07 [0.81-1.40],0.641566768687487
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.55 [0.24-1.28],0.167077719184332
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,SDC1,Syndecan-1,Inverse variance weighted,14,1.05 [0.78-1.41],0.736942323208363
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,CD302,CD302 antigen,Inverse variance weighted,17,0.93 [0.77-1.11],0.420673000808696
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.35 [1.03-1.77],0.0285458096084808
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.06 [0.91-1.24],0.470707942644652
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,LMNB2,Lamin-B2,Inverse variance weighted,9,1.15 [0.61-2.16],0.664872284676684
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,11,0.75 [0.49-1.14],0.172361889043203
