Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Parkinson's disease,CD209,CD209 antigen,Inverse variance weighted,48,1.00 [0.94-1.06],0.972489019314944
Chapter VI Diseases of the nervous system,Parkinson's disease,ITGA11,Integrin alpha-11,Inverse variance weighted,16,1.05 [0.91-1.22],0.480738655776519
Chapter VI Diseases of the nervous system,Parkinson's disease,BAG3,BAG family molecular chaperone regulator 3,Inverse variance weighted,3,1.61 [0.84-3.07],0.148027427665092
Chapter VI Diseases of the nervous system,Parkinson's disease,ADGRG2,Adhesion G-protein coupled receptor G2,Inverse variance weighted,8,0.96 [0.67-1.37],0.80547126884342
Chapter VI Diseases of the nervous system,Parkinson's disease,SCG2,Secretogranin-2,Inverse variance weighted,3,0.96 [0.60-1.55],0.876033131264767
Chapter VI Diseases of the nervous system,Parkinson's disease,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,0.97 [0.75-1.25],0.815466349493946
Chapter VI Diseases of the nervous system,Parkinson's disease,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,0.99 [0.63-1.56],0.979061594879539
Chapter VI Diseases of the nervous system,Parkinson's disease,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,27,0.94 [0.88-1.01],0.07810850506518
Chapter VI Diseases of the nervous system,Parkinson's disease,ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.03 [0.83-1.27],0.81495709227847
Chapter VI Diseases of the nervous system,Parkinson's disease,CLEC10A,C-type lectin domain family 10 member A,Inverse variance weighted,34,1.01 [0.95-1.08],0.712723063701219
Chapter VI Diseases of the nervous system,Parkinson's disease,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,11,1.02 [0.89-1.18],0.776386256883735
Chapter VI Diseases of the nervous system,Parkinson's disease,VGF,Neurosecretory protein VGF,Inverse variance weighted,2,1.27 [0.73-2.21],0.392517347366924
Chapter VI Diseases of the nervous system,Parkinson's disease,ITGAM,Integrin alpha-M,Inverse variance weighted,15,1.13 [0.93-1.36],0.216484527641695
Chapter VI Diseases of the nervous system,Parkinson's disease,IL13RA1,Interleukin-13 receptor subunit alpha-1,Inverse variance weighted,3,0.78 [0.53-1.13],0.187777511942872
Chapter VI Diseases of the nervous system,Parkinson's disease,HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.00 [0.94-1.07],0.93417582361304
Chapter VI Diseases of the nervous system,Parkinson's disease,ITGB2,Integrin beta-2,Inverse variance weighted,20,1.14 [0.95-1.36],0.161834008232842
Chapter VI Diseases of the nervous system,Parkinson's disease,PEPD,Xaa-Pro dipeptidase,Inverse variance weighted,26,0.96 [0.88-1.04],0.31747807167949
Chapter VI Diseases of the nervous system,Parkinson's disease,ITGB1,Integrin beta-1,Inverse variance weighted,5,1.29 [0.94-1.76],0.117508373265822
Chapter VI Diseases of the nervous system,Parkinson's disease,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,5,0.94 [0.68-1.31],0.715017518431581
Chapter VI Diseases of the nervous system,Parkinson's disease,KLK8,Kallikrein-8,Inverse variance weighted,17,0.88 [0.77-1.01],0.0662707946239922
