Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.02 [0.94-1.11],0.614334745608528
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CAPG,Macrophage-capping protein,Inverse variance weighted,34,1.01 [0.99-1.03],0.468830012371669
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,42,1.01 [0.97-1.04],0.649244963199401
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL19,Interleukin-19,Inverse variance weighted,21,0.99 [0.97-1.02],0.627090119096226
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.04 [0.99-1.09],0.107187798329494
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.11 [1.01-1.23],0.031795092230428
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,1.20 [0.99-1.46],0.0625148902169225
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,COLEC12,Collectin-12,Inverse variance weighted,13,1.00 [0.95-1.07],0.880316745853959
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,24,1.05 [0.99-1.11],0.109685578546342
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,Inverse variance weighted,5,1.00 [0.90-1.11],0.974875456476526
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,PRG2,Bone marrow proteoglycan,Inverse variance weighted,40,1.07 [0.98-1.16],0.132517300522694
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,0.98 [0.82-1.16],0.791179740097143
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ASAH1,Acid ceramidase,Inverse variance weighted,21,1.00 [0.97-1.02],0.69851703493338
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,C9,Complement component C9,Inverse variance weighted,13,1.04 [0.97-1.11],0.314399847740406
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,OLR1,Oxidized low-density lipoprotein receptor 1,Inverse variance weighted,19,1.09 [0.98-1.22],0.120227377473872
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,1.00 [0.96-1.03],0.905537556021812
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,GFRAL,GDNF family receptor alpha-like,Inverse variance weighted,54,1.01 [0.99-1.03],0.386393059732146
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,1.15 [0.96-1.37],0.130620714966877
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,DSC2,Desmocollin-2,Inverse variance weighted,16,0.98 [0.91-1.04],0.462247890242839
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,GAL,Galanin peptides,Inverse variance weighted,54,0.99 [0.94-1.05],0.798978141887491
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,1.01 [0.97-1.04],0.659532119418859
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CTSO,Cathepsin O,Inverse variance weighted,22,1.00 [0.95-1.05],0.896198555574022
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,30,1.04 [0.97-1.10],0.275903298388501
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,1.02 [0.91-1.14],0.72398522935515
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,1.06 [0.99-1.15],0.113639820044548
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,0.99 [0.93-1.06],0.819569741166561
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TYMP,Thymidine phosphorylase,Inverse variance weighted,4,1.00 [0.92-1.09],0.95196014740657
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,Inverse variance weighted,3,1.02 [0.79-1.32],0.858131046154982
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,11,0.99 [0.90-1.10],0.912509331062284
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,0.96 [0.92-1.01],0.101081552299533
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,SCPEP1,Retinoid-inducible serine carboxypeptidase,Inverse variance weighted,12,0.98 [0.87-1.10],0.754221925183332
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.04 [0.99-1.11],0.131198458388769
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,Inverse variance weighted,6,1.13 [1.07-1.19],6.59278455832507e-06
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.00 [0.97-1.04],0.804908607743224
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.02 [0.94-1.11],0.648517225594282
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,LGALS9,Galectin-9,Inverse variance weighted,39,1.02 [1.00-1.05],0.102086565650828
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,0.95 [0.89-1.00],0.0655934887335414
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,0.97 [0.93-1.01],0.105938998965651
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.93 [0.89-0.96],0.0001186571962182
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,LAYN,Layilin,Inverse variance weighted,23,1.00 [0.96-1.04],0.966635375420022
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,PGA4,Pepsin A-4,Inverse variance weighted,9,1.01 [0.91-1.12],0.840305450295788
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,Inverse variance weighted,2,0.90 [0.76-1.07],0.230724753880149
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.07 [0.89-1.30],0.462683409647597
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,RRM2,Ribonucleoside-diphosphate reductase subunit M2,Wald ratio,1,1.04 [0.81-1.33],0.772857685146348
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.13 [0.98-1.32],0.102062541608466
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,POMC,Pro-opiomelanocortin,Inverse variance weighted,17,1.00 [0.95-1.05],0.978126941512783
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,33,1.01 [0.95-1.07],0.808338852841738
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,9,0.94 [0.88-1.00],0.0645689557897379
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.95 [0.91-0.98],0.0047305745389383
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,SLITRK2,SLIT and NTRK-like protein 2,Inverse variance weighted,12,0.90 [0.84-0.96],0.0009290150731954
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,OSMR,Oncostatin-M-specific receptor subunit beta,Inverse variance weighted,40,0.99 [0.96-1.01],0.31506451769139
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,27,0.97 [0.94-1.00],0.0640321115700321
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CCL15,C-C motif chemokine 15,Inverse variance weighted,28,0.99 [0.97-1.00],0.115484673296927
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,0.98 [0.91-1.04],0.465690706494238
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CD46,Membrane cofactor protein,Inverse variance weighted,3,0.94 [0.85-1.04],0.234550149997428
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,11,0.99 [0.92-1.07],0.833659084352425
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,23,1.00 [0.96-1.03],0.844168671689047
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ANXA10,Annexin A10,Wald ratio,1,1.13 [0.89-1.44],0.305320189694597
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL10,Interleukin-10,Inverse variance weighted,5,1.09 [0.83-1.42],0.551894819937504
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,EBI3_IL27,Interleukin-27,Inverse variance weighted,37,0.97 [0.94-1.01],0.114465928716995
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,Inverse variance weighted,4,0.93 [0.85-1.01],0.101484182843953
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,1.00 [0.93-1.07],0.927380079250825
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.07 [1.01-1.13],0.0260975524894132
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,NHLRC3,NHL repeat-containing protein 3,Inverse variance weighted,9,0.96 [0.92-1.01],0.0964260058914328
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,1.00 [0.97-1.04],0.881052237253109
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,IL6,Interleukin-6,Inverse variance weighted,6,1.11 [1.05-1.17],7.94136827464493e-05
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Wald ratio,1,1.05 [0.68-1.62],0.838444006649387
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.14 [0.93-1.40],0.194649109962657
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,INSL5,Insulin-like peptide INSL5,Inverse variance weighted,11,1.02 [0.96-1.09],0.518068729757686
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,MATN2,Matrilin-2,Inverse variance weighted,32,1.00 [0.97-1.02],0.682062119884107
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.99 [0.96-1.01],0.201185924733194
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,NECTIN2,Nectin-2,Inverse variance weighted,8,0.99 [0.95-1.02],0.414543155642806
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",Inverse variance weighted,21,1.01 [0.95-1.08],0.745942303689842
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,0.90 [0.77-1.05],0.170480098346683
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,0.99 [0.92-1.07],0.868866029417472
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,KRT19,"Keratin, type I cytoskeletal 19",Inverse variance weighted,5,1.02 [0.94-1.11],0.576565432608908
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,0.80 [0.60-1.08],0.151346167009959
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,1.00 [0.97-1.03],0.867676584144997
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TCN2,Transcobalamin-2,Inverse variance weighted,66,1.01 [0.99-1.02],0.377446206373007
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.01 [0.92-1.11],0.819124298392789
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.01 [0.94-1.09],0.747645368878172
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,1.07 [0.96-1.20],0.229843726722501
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,TNR,Tenascin-R,Inverse variance weighted,35,1.00 [0.97-1.03],0.78568133591446
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,LEFTY2,Left-right determination factor 2,Inverse variance weighted,47,1.00 [0.99-1.02],0.579833819455621
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CREG1,Protein CREG1,Inverse variance weighted,24,1.00 [0.98-1.03],0.700452765984678
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,CLGN,Calmegin,Inverse variance weighted,22,1.00 [0.97-1.02],0.754727689620037
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,ICAM5,Intercellular adhesion molecule 5,Inverse variance weighted,49,1.00 [0.98-1.02],0.94312464548793
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,BPIFB2,BPI fold-containing family B member 2,Inverse variance weighted,38,0.96 [0.92-0.99],0.0095582886775646
Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,NOS1,"Nitric oxide synthase, brain",Inverse variance weighted,3,0.97 [0.88-1.07],0.558648314668605
