Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,DLL1,Delta-like protein 1,Inverse variance weighted,13,1.49 [0.77-2.86],0.237755255532794
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,0.79 [0.40-1.53],0.477987309512852
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.41 [0.75-2.68],0.288572691520305
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,2.82 [0.41-19.47],0.293685237249399
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,0.97 [0.68-1.38],0.861883082139177
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,REN,Renin,Inverse variance weighted,12,1.31 [0.80-2.16],0.282796467289438
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,0.90 [0.47-1.73],0.747632525034404
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.18 [0.74-1.87],0.480630586826599
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,CST3,Cystatin-C,Inverse variance weighted,13,1.59 [0.92-2.75],0.0977639073178531
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,WNT9A,Protein Wnt-9a,Inverse variance weighted,7,0.96 [0.40-2.29],0.924493504431156
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,1.41 [1.12-1.78],0.003890253336309
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.80 [0.04-15.28],0.882258611402431
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.32 [0.65-2.69],0.436829278009455
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,0.83 [0.64-1.08],0.173940021282275
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.00 [0.08-12.75],0.997344779645072
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,0.91 [0.61-1.34],0.632274902531527
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.01 [0.80-1.27],0.948468360242759
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,2.36 [0.62-8.94],0.206228969148818
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,18,1.36 [0.77-2.38],0.286602074473779
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,0.77 [0.32-1.83],0.550462371969877
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.40 [0.16-1.01],0.0516459366917497
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,FAM3C,Protein FAM3C,Inverse variance weighted,5,0.84 [0.09-8.17],0.880246109954148
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,LGALS4,Galectin-4,Inverse variance weighted,19,0.90 [0.63-1.29],0.577897780891026
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,0.86 [0.53-1.40],0.533579332575851
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,IGFBP6,Insulin-like growth factor-binding protein 6,Inverse variance weighted,6,1.34 [0.28-6.31],0.71279127689429
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,1.05 [0.77-1.45],0.748523653089943
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.48 [0.13-1.69],0.250570367292373
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,NECTIN2,Nectin-2,Inverse variance weighted,8,1.00 [0.65-1.55],0.992384222772936
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,CD302,CD302 antigen,Inverse variance weighted,17,1.42 [0.86-2.34],0.172237716978371
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,AGRN,Agrin,Inverse variance weighted,31,0.79 [0.53-1.18],0.251126246740646
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,ADM,Pro-adrenomedullin,Inverse variance weighted,4,0.65 [0.30-1.37],0.255679884730684
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.18 [0.15-9.07],0.872200331259898
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,KLK4,Kallikrein-4,Inverse variance weighted,20,0.97 [0.67-1.41],0.860990964059302
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.63 [0.41-6.46],0.483580334437911
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,0.94 [0.56-1.60],0.830959599548546
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TFF3,Trefoil factor 3,Inverse variance weighted,10,1.09 [0.50-2.34],0.834000160091443
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,PGF,Placenta growth factor,Inverse variance weighted,8,0.75 [0.24-2.33],0.614071025827093
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,NECTIN4,Nectin-4,Inverse variance weighted,12,0.89 [0.57-1.38],0.591354306325453
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.90 [0.15-5.31],0.911055430790354
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.34 [0.11-1.08],0.0664883351595419
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.52 [0.30-7.57],0.611697486589649
"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,0.51 [0.21-1.24],0.135958625384652
