Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.04 [0.84-1.27],0.742090084732972
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,1.01 [0.97-1.04],0.700618505694414
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,DPY30,Protein dpy-30 homolog,Inverse variance weighted,2,0.87 [0.64-1.18],0.362386534281334
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,SCARA5,Scavenger receptor class A member 5,Inverse variance weighted,15,1.00 [0.93-1.08],0.947899008334158
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CD40,Tumor necrosis factor receptor superfamily member 5,Inverse variance weighted,11,0.99 [0.94-1.05],0.805598813379362
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,1.01 [0.97-1.05],0.632358229860913
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,FCER2,Low affinity immunoglobulin epsilon Fc receptor,Inverse variance weighted,39,1.06 [1.00-1.12],0.052772504019518
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,LSP1,Lymphocyte-specific protein 1,Inverse variance weighted,7,1.09 [0.98-1.20],0.0992539724698582
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,1.11 [0.96-1.27],0.151344235135349
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,22,1.00 [0.96-1.04],0.96061878694962
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,28,1.02 [0.97-1.07],0.533396954475174
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,Inverse variance weighted,24,0.96 [0.91-1.02],0.162076548935942
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,PDCD1,Programmed cell death protein 1,Inverse variance weighted,24,0.88 [0.82-0.95],0.0013932876310082
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,OLR1,Oxidized low-density lipoprotein receptor 1,Inverse variance weighted,19,1.03 [0.94-1.14],0.472795124125789
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,IL6,Interleukin-6,Inverse variance weighted,6,1.05 [0.96-1.15],0.260122846728464
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,1.02 [0.96-1.09],0.557966982763528
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,OSMR,Oncostatin-M-specific receptor subunit beta,Inverse variance weighted,40,1.02 [0.98-1.06],0.270460156992818
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,S100A12,Protein S100-A12,Inverse variance weighted,7,1.02 [0.94-1.10],0.69320541220449
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,Inverse variance weighted,48,1.03 [1.00-1.07],0.0731006820697583
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.96 [0.91-1.02],0.203200874518765
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.04 [0.84-1.29],0.726689844710272
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,NUCB2,Nucleobindin-2,Inverse variance weighted,28,1.00 [0.96-1.05],0.896117437147905
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,MCFD2,Multiple coagulation factor deficiency protein 2,Inverse variance weighted,4,1.01 [0.89-1.14],0.905917093881836
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CSTB,Cystatin-B,Inverse variance weighted,25,0.99 [0.95-1.03],0.471334199071658
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,RBP7,Retinoid-binding protein 7,Inverse variance weighted,15,1.02 [0.93-1.11],0.701638894286466
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,MMP3,Stromelysin-1,Inverse variance weighted,35,1.00 [0.95-1.05],0.952148541528761
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,SPON2,Spondin-2,Inverse variance weighted,8,1.02 [0.95-1.10],0.634448344384746
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ANG,Angiogenin,Inverse variance weighted,25,1.00 [0.96-1.04],0.8668807119151
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,0.96 [0.74-1.25],0.779293559786559
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,28,1.02 [0.97-1.06],0.458513774724018
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,9,0.93 [0.82-1.06],0.290129308393022
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,17,1.01 [0.94-1.09],0.802082108387746
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,22,1.00 [0.97-1.04],0.853366841451309
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CD70,CD70 antigen,Inverse variance weighted,39,0.99 [0.96-1.02],0.53515151652734
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,Inverse variance weighted,49,1.01 [0.98-1.03],0.695122902700309
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,SPON1,Spondin-1,Inverse variance weighted,25,0.97 [0.93-1.02],0.272359796217118
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.95 [0.89-1.01],0.126402139102769
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.04 [0.81-1.35],0.74499273255793
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,LCN2,Neutrophil gelatinase-associated lipocalin,Inverse variance weighted,21,0.96 [0.89-1.03],0.263982904257358
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,1.01 [0.86-1.18],0.901807685020114
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.96 [0.93-1.00],0.0537784548706294
Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,SCARF1,Scavenger receptor class F member 1,Inverse variance weighted,14,0.93 [0.87-1.00],0.0587178361119129
