Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.02 [0.99-1.05],0.182630814931207
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,1.00 [0.89-1.12],0.977822093198953
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.02 [0.99-1.05],0.265118243911893
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,0.98 [0.91-1.05],0.576672281960101
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,OCLN,Occludin,Inverse variance weighted,3,0.95 [0.85-1.07],0.384441683008969
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,1.00 [0.97-1.03],0.895800283149527
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.00 [0.86-1.17],0.980902346383074
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,AREG,Amphiregulin,Inverse variance weighted,7,1.07 [0.98-1.17],0.141389830468658
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,1.00 [0.95-1.05],0.918495240107538
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,NECTIN4,Nectin-4,Inverse variance weighted,12,1.01 [0.97-1.06],0.585362336430855
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,0.98 [0.96-1.00],0.0670247269997214
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,CA6,Carbonic anhydrase 6,Inverse variance weighted,51,0.99 [0.97-1.02],0.499401355604583
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,1.01 [0.94-1.08],0.775846913151018
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,Inverse variance weighted,3,1.03 [0.81-1.29],0.826096743037613
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,TNFSF11,Tumor necrosis factor ligand superfamily member 11,Inverse variance weighted,20,1.00 [0.95-1.05],0.983527359575747
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,1.01 [0.96-1.06],0.683321688099565
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.01 [0.94-1.09],0.774338618803087
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,MEP1B,Meprin A subunit beta,Inverse variance weighted,72,1.00 [0.99-1.02],0.61325168099673
"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,SEPTIN8,Septin-8,Inverse variance weighted,6,0.95 [0.84-1.08],0.450390627827844
