Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.00 [0.92-1.08],0.955008742136605
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,SBSN,Suprabasin,Inverse variance weighted,28,1.02 [0.97-1.08],0.430033077812686
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,KLK13,Kallikrein-13,Inverse variance weighted,23,1.05 [0.99-1.11],0.0863969349737979
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,1.02 [0.95-1.09],0.615113154336931
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,DEFB4A_DEFB4B,Beta-defensin 4A,Inverse variance weighted,10,1.18 [0.61-2.31],0.617610943974965
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,LGALS9,Galectin-9,Inverse variance weighted,39,1.08 [0.98-1.18],0.113546324614668
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.02 [0.94-1.10],0.651619228037644
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,AREG,Amphiregulin,Inverse variance weighted,7,0.95 [0.79-1.16],0.642486693335091
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.01 [0.95-1.08],0.678359065142893
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,1.08 [0.92-1.28],0.335561187874224
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,IL22,Interleukin-22,Inverse variance weighted,5,1.34 [0.38-4.72],0.64702866620166
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.03 [0.85-1.23],0.792987451855813
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,RRM2,Ribonucleoside-diphosphate reductase subunit M2,Wald ratio,1,1.44 [0.79-2.61],0.237333631344299
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,PI3,Elafin,Inverse variance weighted,20,1.20 [0.94-1.54],0.143854266647503
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,16,1.02 [0.95-1.10],0.559986069508638
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,IL6,Interleukin-6,Inverse variance weighted,6,0.85 [0.73-0.99],0.0408331843851344
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,IL19,Interleukin-19,Inverse variance weighted,21,1.03 [0.95-1.11],0.516964044799534
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,GPR15L,Protein GPR15L,Inverse variance weighted,13,1.03 [0.94-1.13],0.47918771320171
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,CCL22,C-C motif chemokine 22,Inverse variance weighted,13,0.88 [0.75-1.03],0.116930604780004
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,IL36G,Interleukin-36 gamma,Inverse variance weighted,3,0.79 [0.57-1.09],0.143402957934963
Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,32,0.94 [0.88-1.01],0.0749361703438445
