Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,13,1.02 [0.91-1.15],0.740086147052083
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,OCLN,Occludin,Inverse variance weighted,3,0.90 [0.76-1.06],0.192799406326038
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.95 [0.80-1.12],0.523188477765242
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.92 [0.82-1.04],0.179384689376128
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,ITGAM,Integrin alpha-M,Inverse variance weighted,15,0.92 [0.81-1.05],0.231405206989068
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,FAP,Prolyl endopeptidase FAP,Inverse variance weighted,13,1.06 [0.99-1.13],0.12212851010412
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.03 [0.98-1.07],0.255116388648059
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,LGALS3,Galectin-3,Inverse variance weighted,42,0.98 [0.94-1.03],0.504700523303409
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,PALM2,Paralemmin-2,Inverse variance weighted,9,0.98 [0.89-1.08],0.691013237109381
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.00 [0.90-1.12],0.980201127252585
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.90 [0.67-1.21],0.489718024357219
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,NECTIN2,Nectin-2,Inverse variance weighted,8,1.04 [0.97-1.11],0.28962670501843
"Chapter IV Endocrine, nutritional and metabolic diseases",Other anxiety disorders,ITGB2,Integrin beta-2,Inverse variance weighted,20,0.92 [0.83-1.01],0.0734301777729587
