Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23524.Total Lipids in IDL,APOC1,Apolipoprotein C-I,39959,0.156268932718282,0.00365033780274706,0.149114270624897,0.163423594811666,0
NMR metabolomics,X23524.Total Lipids in IDL,APOM,Apolipoprotein M,42199,0.14757142607738,0.00256357419471243,0.142546820655743,0.152596031499016,0
NMR metabolomics,X23524.Total Lipids in IDL,FGFBP1,Fibroblast growth factor-binding protein 1,42181,0.1873746709094,0.0029292199920304,0.18163339972502,0.193115942093779,0
NMR metabolomics,X23524.Total Lipids in IDL,PLA2G7,Platelet-activating factor acetylhydrolase,42137,0.218021443580567,0.00263754783932771,0.212851849815485,0.223191037345649,0
NMR metabolomics,X23524.Total Lipids in IDL,TFPI,Tissue factor pathway inhibitor,42152,0.119408930801376,0.00296661575888424,0.113594363913962,0.125223497688789,0
NMR metabolomics,X23524.Total Lipids in IDL,LGALS4,Galectin-4,42123,-0.165205942031769,0.00549928162369093,-0.175984534014203,-0.154427350049335,5.34644457102375e-192
NMR metabolomics,X23524.Total Lipids in IDL,RAB6A,Ras-related protein Rab-6A,42119,0.122514476126472,0.00434172981049109,0.114004685697909,0.131024266555034,2.88580189317891e-170
NMR metabolomics,X23524.Total Lipids in IDL,PLA2G10,Group 10 secretory phospholipase A2,42016,-0.160279145784057,0.00569004850551924,-0.171431640854875,-0.149126650713239,1.17558537120251e-169
NMR metabolomics,X23524.Total Lipids in IDL,ANGPTL3,Angiopoietin-related protein 3,42189,0.0917174373393584,0.00337832662779444,0.0850959171488813,0.0983389575298355,4.15925195788524e-158
NMR metabolomics,X23524.Total Lipids in IDL,APOA1,Apolipoprotein A-I,39979,0.0694079770057105,0.00272132948284225,0.0640741712193397,0.0747417827920813,1.37895148448007e-139
NMR metabolomics,X23524.Total Lipids in IDL,APOF,Apolipoprotein F,39990,0.0648304149314857,0.00256788535050656,0.0597973596444928,0.0698634702184785,6.87168645427156e-137
